speakers,dialogue
howard,And I wish Leonard never told me. He’s the bad guy here.
bernadette,I guess that’s true.
howard,"And you let Penny marry him. Compared to that, who cares if I bought a George Clooney limited edition manscaping kit?"
leonard,"Hi. I’m calling about your marriage counselling services and was curious what your rate is. Really? Um, okay. Is there any kind of discount for length of marriage? ‘Cause we’re just talking hours here."
penny,Hi.
leonard,Call you back. Hey.
penny,Can we talk?
leonard,I would love that.
penny,"All right, look, I’m sorry I said I was okay with everything before we got married. I hate that we’re going through this, but I don’t know what to do."
leonard,"If you don’t mind waiting for a Groupon, we can try marriage counselling."
sheldon,Hello.
leonard,"Hey, uh, buddy, can we have some privacy?"
sheldon,"Oh, of course. Wouldn’t want to intrude. This is yours."
penny,"Okay, when I’m done with him, I’m gonna need more information."
sheldon,Nothing odd. I just wanted to rub Amy’s nose in it.
penny,"Okay, look, I might be overreacting, but how am I supposed to get past this when I know tomorrow you’re gonna go to work and see this woman?"
sheldon,"Now, forgive me for eavesdropping, but as I see it, there’s a simple solution."
leonard,"Wake up, wake up, wake up."
sheldon,Bring Penny to meet Mandy.
leonard,What? Why?
sheldon,"Well, right now, Penny’s imagination is running wild, but if they meet, that will eliminate the mystery and alleviate her fears. Like when that Sparkletts guy let me look under his eye patch."
leonard,"Uh, first of all, you made that guy cry."
sheldon,And we learned that you don’t need an eyeball to do that.
leonard,"Secondly, I can’t think of a more horrible idea than Penny meeting Mandy."
penny,Really? Why is that?
leonard,"What, you actually want to meet her?"
penny,"No, but now that you’re being weird about it, maybe I should."
leonard,I’m not being weird. Am I being weird?
sheldon,Yes. And that’s coming from me.
leonard,"Fine, you want to meet her?"
penny,"No, I just want to know that when you’re at work, there’s nothing going on."
leonard,How many times do I have to tell you? I have no interest in this woman.
penny,"Yeah, well, maybe she has interest in you."
sheldon,"In Leonard? Oh, even the Sparkletts guy could see that’s unlikely."
penny,I guess my big problem is I never saw Leonard as the kind of guy who would do something like this.
amy,Anybody can make a mistake in a weak moment.
penny,What do you think?
bernadette,"I don’t know what to think. But then again, I just found out about it."
penny,"You know, I fell in love with Leonard because he wasn’t anything like the guys I was used to dating. I mean, I knew those guys weren’t above cheating because that’s usually how we met."
amy,"Come on, you know Leonard’s not like that."
penny,I want to believe you. I really do. Am I being naive?
bernadette,"Oh, I don’t know. This is all so new to me. I’m still processing."
penny,"You know, he never would’ve done this when we first met. He’s cockier now."
amy,That’s because you made him more confident.
bernadette,"You know, if you think about it, without you, he never would’ve grown into the person he is now. I mean, sure, more women might notice him, but I think it’s better to have a guy be with you because he wants to be and not because he thinks he doesn’t have any other choice."
penny,I never thought about it like that.
bernadette,"Oh, me neither, not until just now."
sheldon,"Hello. I’m Dr. Sheldon Cooper, and welcome to Sheldon Cooper Presents"
leonard,You guys have any idea how much it costs to see a marriage counsellor?
howard,250 dollars an hour. Why?
raj,How do you know?
howard,"Bernadette and I have occasionally gone to one to, you know, stay on top of things."
raj,And I’m just hearing about this now?
howard,"Dude, just because we’re best friends doesn’t mean that I have to tell you everything that goes on."
raj,"You don’t have to, you should want to."
leonard,"Oh, great, there’s Mandy."
howard,Why are marine biologists always so cute?
raj,"I don’t know, but I’d like to get lost in her Bermuda Triangle."
leonard,That’s not helpful.
howard,Then I won’t say I’d like to cover three-quarters of her surface area.
leonard,Are we done?
raj,"Not yet, this is fun. Ooh, I know. I’d let her free my willy. Where you going?"
leonard,"I’m gonna ask her if she’d be willing to talk to Penny, tell her she has nothing to worry about."
howard,"Leonard, wait."
leonard,What?
howard,I’d like to SpongeBob her SquarePants.
raj,Now we are done.
leonard,Hey.
leonard,"Uh, do you mind if I sit?"
leonard,"So, um, I’ve been thinking a lot about you and me and the boat."
leonard,"You know, what we did, when we were drunk."
leonard,"No, we just made out."
leonard,"Uh, okay, well, um, I got married recently."
leonard,"Never gets old. No, no, to a girl. Anyway, I told her what happened between you and me, and she’s concerned about us seeing each other at work."
leonard,Because I didn’t want there to be any secrets between us.
leonard,What else would it be?
leonard,"No, I don’t think so. Although, Penny did say exactly that."
leonard,"You know, on some level, I’ve always believed that I don’t deserve a woman like her."
leonard,"I mean, she’s really beautiful. She could have any guy she wants. Which is probably why it took her so many years to tell me she loved me."
leonard,"Too expensive. You’d think I’d be used to women withholding their love. I mean, my mother did. I mean, no matter how hard I tried, she just didn’t have any interest in me."
leonard,"I wonder if that’s why I have such a dysfunctional relationship with Sheldon. I had a dream the other night that I was in a cave and I was nursing a baby, but the baby had Sheldon’s head on it."
raj,"Hey, Leonard, when you’re done, we came up with a bunch more."
sheldon,"And then the Czech Republic says to Slovakia, I don’t think you understand how being broken up works. Can you believe that? You’d think that the Czech Republic would try to hold on to what it had, given that it’s not as young as it used to be. And I don’t see any other countries lining up to invade its southern borders."
amy,I’m gonna kill him.
sheldon,"But enough about the Czech Republic. Let’s talk about the time Moldova made Romania a birthday cake and Romania said it tasted good even though it didn’t. And yet Romania gets dumped. I’ll pause here while you mull that one over. I know, right?"
penny,"So, you said you had something to tell me."
leonard,"Okay, yeah, um, do you remember when you accused me of trying to sabotage our wedding?"
penny,Uh-huh.
leonard,"I’ve been thinking about it, and you might be right. But the good news is that I’m pretty sure I know why."
penny,I’m listening.
leonard,"Penny, after all these years, I still feel like maybe I don’t deserve you."
penny,"Okay, that is the lamest excuse you could’ve possibly come up with. But I get it."
leonard,You do?
penny,"Yeah. Yeah, sometimes I worry you’re gonna wake up and leave me for someone more like you."
leonard,I don’t even understand why you’re with someone like me. Why would I want to be with someone like me?
penny,"You know what I mean. And, you know, maybe the way I’ve been reacting was me sabotaging this, too."
leonard,"Well, how about we stop being so scared of losing each other and just be together?"
penny,That sounds nice.
leonard,"Good. Because I’ve loved you since the moment we met, and I will keep loving you until the end of time."
penny,"Oh. Oh, my God, that is the most beautiful thing anyone’s ever said to me."
leonard,"Yeah? That’s because you’re beautiful, and your beauty fills my heart with love and song."
penny,"It’s getting kind of cheesy, Leonard."
leonard,"Huh? If you think that’s cheesy, buckle up. Penny Hofstadter, will you please stay married to me?"
penny,"Oh, damn it, you topped it. Should we go to the bedroom and make this marriage official?"
leonard,"Yes, please."
penny,Okay.
penny,"Sheldon, I can’t believe you got us a wedding gift."
sheldon,"I don’t know why you’re so surprised. I watch movies, I see what people do."
leonard,What is this?
sheldon,Plane tickets and hotel reservations for a weekend away in San Francisco.
penny,Oh.
leonard,Wow.
penny,That’s so great.
sheldon,"Yeah, there’s Fisherman’s Wharf and Alcatraz and cable cars. We’re gonna have so much fun."
penny,We?
sheldon,Is there a problem?
penny,"Oh, no, no, I just, I said, Whee."
amy,How dare you go on the Internet and say mean things about me and compare my genitalia to part of Czechoslovakia?
sheldon,"You saw through that one, did you?"
amy,"I don’t know what you were thinking, but take the video down now."
sheldon,She watched it. I’m gonna get that girl back.
amy,I only watched it because you e-mailed it to me with the subject line this is gonna make you mad.
sheldon,She was listening through the door. She wants me.
sheldon,Would you pass the mustard?
leonard,"Sure. Hey, want to hear a fun fact about mustard?"
sheldon,Is it that the glucosinolates which give mustard its flavour were evolved by the cabbage family as a chemical defence against caterpillars?
leonard,Yeah.
sheldon,"Well, that was fun. Good for you, Leonard."
raj,"Hey, there."
leonard,"Hey, you’re early. The movie doesn’t start for an hour."
howard,"Actually, we’re not going to the movies. We are here to kidnap you."
leonard,What are you talking about?
raj,"Well, you eloped and we didn’t get a chance to throw you a bachelor party, so there’s a van downstairs and we’re here to take you to a surprise location for the weekend."
sheldon,"Well, I’d hardly call this kidnapping. Where’s the blindfold? Where’s the duct tape? Where’s the part where you call me and demand ransom and I try to keep you on the phone, but you hang up seconds before I can trace it and then I say I’m getting too old for this crud?"
leonard,When do we leave?
howard,Right now.
raj,"Yeah, Penny packed you a bag."
howard,"Wow, okay."
sheldon,You’re seriously going to get in a van and let these two take you to an unknown destination for an entire weekend?
raj,"Oh, not just him, you’re coming, too."
sheldon,"Oh, and how do you think you’re going to get me to do that?"
sheldon,Unhand me. This is ridiculous.
howard,I told you to put tape on his mouth.
raj,And I told you he bit me.
sheldon,It’s bad enough I’m being taken against my will. I don’t see why it has to be in some hippie’s mobile sex dungeon.
howard,"Well, Sheldon, there’s something about this van that you’re going to find very interesting."
sheldon,It runs on syphilis?
raj,"This van was owned and driven by your personal physics hero, Richard Feynman."
sheldon,No.
howard,Yeah. A buddy of mine let me borrow it.
leonard,This was Feynman’s van? That’s so cool.
raj,"Yeah, nothing’s been changed since he drove it."
howard,I bet he picked up a lot of cute grad students in this bad boy.
sheldon,"Yeah, and talked about physics with them."
leonard,"So, are you gonna give us a clue where we’re headed?"
raj,"Uh, okay, let’s see. They’ve got spicy food and there’s a chance you’ll get diarrhoea."
leonard,India.
raj,We can drive there.
leonard,Your house?
howard,We are going to Me-hi-co.
leonard,"Fun, I’ve never been there."
sheldon,"Leonard, don’t be fooled. I’m from Texas, Me-hi-co is Spanish for Mexico."
raj,What’s wrong with Mexico?
sheldon,"Uh, mariachi bands, wild dogs, beans that jump around ’cause there’s a worm inside."
howard,"Okay, calm down. There’s a theme to this weekend. We are going to Mexico in Feynman’s van to stay at the vacation house Feynman bought with the money from his Nobel Prize."
sheldon,Viva la Imodium. Ay-ay-ay.
bernadette,"Come on, Leonard’s doing bachelor stuff. You sure we can’t take you to a strip club?"
penny,"Nah, if I want to see a naked dancing man, I just flush the toilet while Leonard’s in the shower."
amy,Hi.
penny,Hey.
amy,"I know we’re not making a fuss, but in the spirit of bachelorette parties, I made cookies in the shape of male genitals."
penny,"You really didn’t have to, whoa! That is anatomic."
amy,Thank you. The veins are gummy worms.
bernadette,"Oh, look, Jewish and gentile."
amy,I had extra dough.
penny,"Oh, that’s Leonard. He said they’re about to cross the border."
bernadette,I hope the boys don’t get too crazy in Mexico.
penny,"Oh, yeah, right. Lock up your daughters or Sheldon might lecture them about the North American Free Trade Agreement."
amy,"Boy, that was a long night for me."
sheldon,"Uh-oh. According to this Mexican customs website, visitors may not bring more than five laser discs, 20 compact discs or 12 VHS tapes."
raj,We don’t have any of those.
sheldon,"How can you be sure? VHS was king when Feynman drove this van. For all we know, there are hidden compartments lousy with Jane Fonda workout videos."
leonard,"If there was a hidden compartment, don’t you think you’d be stuffed in it by now?"
sheldon,Are we all up to date on our yellow fever inoculations?
howard,You don’t need a yellow fever shot to go to Mexico.
sheldon,You can never be too careful. I got one last year before I went to Epcot.
amy,"So, Penny, how’s married life?"
penny,"Oh, it’s good. I just wish Leonard would work up the courage to tell Sheldon he’s moving in here."
bernadette,You guys still aren’t living together?
penny,"We are. I mean, he sleeps here. But it’s only a matter of time before Sheldon has a bad dream and tries to climb into bed with the Leonard-shaped pile of pillows."
bernadette,"Speaking of Sheldon, how’s single life treating you?"
amy,"Fine, I guess. I’ve been focusing on me. I was thinking about changing my wardrobe."
penny,Yes.
bernadette,Good for you.
amy,But then I decided I don’t want to go changing who I am just because of some man.
penny,Yes.
bernadette,Good for you.
penny,"You know, it is normal to want to change your look after a breakup."
amy,"Actually, I was thinking of making one small change."
bernadette,Your sweater?
penny,Your glasses?
bernadette,Your hair?
penny,Your shoes.
amy,Piercing my ears.
penny,Oh.
bernadette,You really never had that done?
amy,"My mom said pierced ears were for whores, pirates and genies."
penny,"Okay, well, you’re a grown woman now."
amy,"I know, but Sheldon had this clause in the Relationship Agreement forbidding cosmetic surgery unless it’s to look like a Klingon."
bernadette,We’ll take you to the mall to get it done.
penny,Why? I can do it right here.
amy,Really? You have a piercing gun?
penny,"No. All you need is a needle and an ice cube. I’ve done it, like, a dozen times."
amy,"Oh, I don’t know."
penny,"Oh, come on. I’ll be gentle. Let me take your ear virginity."
bernadette,This party’s weird.
leonard,"Hey, watch your speed. I hear the Mexican police target tourists."
howard,"Oh, not a problem. If anything goes down, we just put Koothrappali in the driver’s seat and slap a sombrero on his head."
raj,"Dude, how many races can you offend in a single breath?"
howard,I don’t know. Have you watched the Olympics with me?
leonard,"Sheldon, can you believe that we’re driving in a van that was owned by one of the greatest scientific minds of the 20th century? It’s like the Batmobile. If Batman was real and a physicist and his car wasn’t cool."
sheldon,It is extraordinary.
raj,"Perhaps some of his mojo will rub off on us. Maybe between this and his beach house, we will be inspired to greatness."
sheldon,"I usually don’t put too much stock in charms and talismans. However, even I must admit feeling Richard Feynman’s butt dent cupping my own bottom that does get the creative juices flowing."
howard,"Hey, I have to return this van. Keep your creative juices in your pants."
sheldon,What was that?
howard,I think it’s a tyre.
sheldon,What if it’s banditos shooting at us? What if we get kidnapped? What if we end up in a factory making Bart Simpson piñatas for the rest of our lives?
howard,It’s the tyre.
sheldon,Leonard?
leonard,What?
sheldon,I am getting too old for this crud.
bernadette,"Amy, I noticed your status still says in a relationship on Facebook."
amy,"You’re right. I should probably let all of my Facebook friends know. Penny, I’m no longer in a relationship."
bernadette,Did you change yours to married yet?
penny,"Uh, no, not yet. There’s still a few people I haven’t told personally."
amy,Who?
penny,"Oh, just my parents and my entire family."
bernadette,What?
amy,Why?
penny,"Well, I don’t want to hurt my dad. You know, he always wanted to dance with his daughter at her wedding."
bernadette,What about your sister’s wedding?
penny,"They started to, then her water broke. You know, if he finds out we eloped, it’s gonna break his heart."
amy,How long do you think you can keep it from him?
bernadette,"Yeah, isn’t it gonna get worse the longer you wait?"
penny,"Well, not necessarily. You know, Dad’s not getting any younger, so if I wait long enough, I’ll just tell him he walked me down the aisle and it was magical."
raj,When did you learn how to change a tyre?
howard,Every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.
sheldon,"If I see one scorpion, I am getting on someone’s shoulders and never coming down."
leonard,And there’s your damsel.
howard,"Wow, this one’s really stuck."
raj,Are you turning it the right way?
howard,"No. I took the other four off and when I got to this one, I thought, you know, I’m in a rut, let’s shake things up."
raj,"Here, let me try. You’re right, it doesn’t turn the other way."
penny,There you go. You’re all done.
amy,"That wasn’t so bad. Nice. Boy, if my mom could see me now, she’d lock me in the sin closet."
bernadette,"That’s a joke, right?"
amy,"Actually, the joke was on her. I could still see the TV through the slats."
penny,I’m starting to see why you and your mom aren’t very close.
bernadette,Bet she’d still tell her if she got married.
penny,"You’re not gonna let this go, are you?"
amy,"Well, it’s kind of sad that they don’t know. I mean, they love Leonard."
penny,"Fine, you want me to call? I’ll call. Why am I so nervous?"
bernadette,It’s understandable. Amy was afraid to tell her mom she broke up with Sheldon.
penny,Yeah? How did it go? Did she make you crawl into the breaking-up drawer?
amy,"Uh, well, actually, to be honest, I haven’t told her yet."
penny,You’ve been giving me a hard time and you haven’t even told your mom about Sheldon?
amy,I’m feeling a little dizzy from all the blood loss. I don’t know what you’re talking about.
penny,"Fine. I’m calling home, but when I’m done, you’re calling your mother."
amy,Easy for you to say. You never had to watch 60 Minutes like this.
penny,"Hey, Daddy."
penny,"Uh, good. Is Mom around?"
penny,"Okay, I’ll talk to her later. Uh, Dad, there’s something I need to tell you. Leonard and I got married."
penny,"Last week. I’m sorry, I should’ve told you. It was a spur of the moment thing. I feel terrible. Please don’t be too disappointed."
penny,Very. Leonard is so great.
penny,"Aw, thank you, Daddy. That means so much."
penny,It is. You’re the best dad ever.
penny,"Well, what is it?"
penny,No.
penny,Moondance?
penny,You killed my pig?
penny,When?
penny,You didn’t tell me for a year?
bernadette,"Okay, Amy, your turn."
howard,What are you doing?
raj,It’s called Lamaze breathing. It helps you push.
howard,Great. He’s pushing with his uterus.
raj,There’s got to be a smarter way of removing it.
leonard,"Yeah, this is nothing more than a physics problem."
sheldon,"Right. Archimedes once said give me a lever long enough and a fulcrum on which to place it, and I shall move the world."
raj,Of course. All we need is to find stuff to make a lever big enough to fix this.
howard,Exactly. I’ll bet there’s something around here that could be a lever.
leonard,"Let’s see, a lever, a lever."
sheldon,"Everybody hold on. Let’s take this problem one step at a time. First, we need to decide whether we’re calling it leever or lehver. And the sooner we decide it’s leever, the sooner we can roll up our sleeves, not slehves, and get to work."
leonard,We’re gonna be here foreever.
penny,"Thanks a lot, guys."
bernadette,What did we do?
penny,"Before I made that call, my pig was alive and happy and rolling around in the mud. Now he’s illegally buried in our backyard next to my great-grandmother."
bernadette,Really? They didn’t eat him?
penny,No. He was a beloved member of the family.
bernadette,The breakfast meat family?
penny,It’s not funny. You’re up. Call your mother.
amy,"Oh, maybe later. Your pig dying made me sad. And a little hungry."
penny,"Phone, now."
amy,"Okay. Okay. Fine. Hi, Mom."
penny,Try dialing.
amy,"You saw that, huh? Hi, Mom. How are you doing? Oh, good. How’s work? That’s nice. I’m fine. Hey, listen, I’ve been meaning to ask, how come Aunt Doe and Aunt Florence never got along?"
penny,"Okay, just give me that. Amy broke up with Sheldon, she got her ears pierced and she made us eat penis cookies. Hang on. She wants to talk to you."
leonard,I don’t think the lever’s working.
howard,What makes you say that?
leonard,There’s gotta be something else we could try.
raj,"If this was Star Trek, we could use a phaser to blast it off."
howard,"No, it’s too broad of a beam. You’d need something more precise, like Superman’s heat vision."
sheldon,"Ooh, the Green Lantern’s ring could make a big green hand that unscrews it."
raj,"If you need a green hand, why not just use the Hulk?"
sheldon,"Oh, please, the Hulk would never get across the border with that temper."
leonard,"Guys, excuse me, not that calling one of the Avengers isn’t a perfectly reasonable choice, but we’re scientists. Don’t you think we can figure this out using actual science?"
sheldon,"Yes, we could use science. But it’s your bachelor party. Lighten up."
howard,"We will, we will percussive shock you."
howard,"We will, we will percussive shock you."
sheldon,"Buddy you’re a boy, make a big noise playin’ in the street, gonna be a big man someday. You got mud on your face, you big disgrace, kickin’ your can all over the place. I have an eidetic memory. Sometimes it’s a curse."
raj,I had no idea tortilla chips were such a good fuel source.
leonard,They’re basically pure hydrocarbons soaked in fat. Let’s hope the lug nut expands.
sheldon,What if that burning food attracts animals?
howard,We have plenty of food for the animals.
sheldon,We do?
howard,Yep. A six-foot wiener in a Flash T-shirt.
sheldon,That’s not very nice.
leonard,It’s a bachelor party. Lighten up.
sheldon,What is that awful smell?
howard,It’s burning salsa. I’m hoping the acidity and salinity combined with electricity will corrode the lug nut off.
sheldon,What an innovative solution. Perhaps I don’t give your MIT education enough credit.
howard,"Yeah, I saw it on Mythbusters."
sheldon,"All right, this rust, combined with the aluminium recovered from the van, is now thermite."
howard,Great. Couple of pinches ought to do the trick.
raj,Is that enough to melt the lug nut?
leonard,"Well, let’s start small. We can always add more."
howard,"You put up a good fight, lug nut, but you’ve met your match."
raj,"Hey, look, the lug nut’s off."
penny,What? What are you doing back?
leonard,We got a flat and couldn’t get the tyre off.
penny,"Oh, I’m sorry."
leonard,Thank you.
penny,"If it makes you feel any better, I pierced Amy’s ears and her mom made her sit in my closet."
sheldon,We blew up Feynman’s van.
penny,My dad killed my pig with his tractor.
leonard,I spent the night in Mexico with Sheldon.
penny,You win.
sheldon,"What a wonderful day, thank you."
penny,"Oh, we’re glad you had fun."
sheldon,"Blue Icees and a trip to The Container Store? It’s like I died and went to the post-mortem, neuron-induced hallucination commonly mistaken as heaven."
leonard,I still don’t understand why you bought that pill caddie. You’re a young man.
sheldon,"Age is a state of mind, Leonard. In here I’m 90. Why are you taking your bins over there?"
leonard,"It’s just where I need them. You know, she doesn’t have a lot of closet space."
sheldon,What’s wrong with your closet?
penny,"Uh, well, honey, you know, now that Leonard and I are married, it kind of makes sense that we actually live together."
sheldon,So that’s all this day was? A plan to butter me up before delivering bad news?
leonard,"Come on, buddy."
sheldon,"No, I thought we were friends. You asked for a sip of my Icee. If you had your own straw, I might’ve said yes."
penny,"Sheldon, please, we already feel bad about this."
sheldon,"You know what they don’t sell at The Container Store? Something large enough to contain my disappointment. Although, if anyone did, it would be them."
sheldon,Thank you for letting me come speak with you.
bernadette,Of course.
sheldon,"As my relationships with Penny and Amy are currently strained, I’m turning to you for female comfort and encouragement."
bernadette,Aw. I’m honoured.
sheldon,"I tried reaching out to my mother, but she was in Bible study. Leonard’s mother is on a book tour. My Mee-Maw was taking a nap, and after a while Siri started repeating her answers."
bernadette,"So, I’m your seventh choice."
sheldon,"Yeah, I know, top ten, pretty exciting."
bernadette,How can I help you?
sheldon,"Well, in addition to Amy leaving me, Leonard’s moving in with Penny. It’s difficult not to feel abandoned."
bernadette,"Well, why don’t you look at this as an opportunity? You had other roommates before Leonard. Maybe this is a chance to find someone new."
sheldon,Perhaps I could find someone better than Leonard. Someone I can rub in his face. Chris Pratt’s all the rage right now. I wonder how he’d feel about taking the smaller bedroom.
bernadette,Hey. You know who would be the perfect roomie?
sheldon,"Gandalf, but he’s a smoker."
bernadette,Stuart. He’s been living with us for a while now. I’m sure he’d love to get us out of his hair.
bernadette,"Well, Sheldon’s looking for a roommate."
bernadette,He’ll think about it.
raj,Have you seen this Archie comic? It’s actually Archie versus Predator.
howard,How could Archie defeat Predator?
raj,I don’t know. Maybe Jughead’s a Terminator.
howard,"Hey, Stuart."
howard,Why?
howard,What kind of music are you thinking of?
raj,"Hey, we’ve always talked about playing together."
howard,"Well, it could be fun to try a little acoustic thing."
raj,"Oh, we could play filk music."
raj,"It’s been around for years. It’s like folk music, but with a sci-fi/fantasy theme."
raj,"Dude, if we do this, we’re gonna need a cool band name."
howard,"You know, I’ve actually had one I’ve been sitting on for years."
raj,Really?
howard,"It was for this power trio I tried to put together in junior high, but I was short two friends."
raj,What is it?
howard,Footprints on the Moon.
raj,I just got chills.
howard,So did I.
sheldon,"Just a few more signatures, and we’ll be finished. Initial here to acknowledge that you’ve returned your key. Okay. As my future neighbour, I’d like you to have a key. Initial here to acknowledge you received it."
penny,I’m proud of you. You’re taking this really well.
sheldon,"Well, it’s not like I’m never going to see you two again. Which brings us to article 23 subsection C, please check here to reserve your spot at the ten year roommate reunion."
leonard,Do I really have to do that now?
sheldon,"No, but if you want chicken and get stuck with the fish, that’s on you. All right. Oh, and lastly, please initial here to confirm that ownership of the living room couch is hereby transferred to me in perpetuity all throughout the universe and all alternate universes except for those universes where owning a couch is forbidden by the hive queen. In which case, all glory to the hive queen. All right, now all that’s left is for us to sign and date the document, and we will officially no longer be roommates."
penny,What’s the matter?
leonard,It’s harder than I thought.
sheldon,Let me help you. L. E. O. N.
leonard,That helped.
raj,"So I have an idea for a filk song. It’s kind of a, a power ballad, superhero crossover tale of epic proportions."
howard,"Is it cold in here, ’cause, oh, my."
raj,"Okay, so it’s a, it’s a David and Goliath story. It’s about man against God. It’s called Hammer and Whip, The Untold Story of Thor versus Indiana Jones."
howard,Thor versus Indiana Jones? You just blew my filking mind.
raj,"Okay, I don’t have it all worked out yet, but I was thinking something like, um, Oh, Indy, oh, Indy, the skies are so windy. Is that a flying man with a killer bod? Wait, that’s no man, it’s a Norse god."
howard,"Oh yes, definitely. Hang on. Thunder clapped as Thor raised his mighty hammer. Indy rapped, that’s one bad mamma-jamma."
raj,"That is, that is so good!"
howard,Right? Mamma-jamma just came to me.
raj,"Okay, and here’s the hook. Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones."
howard,"Oh, man, that rocks."
raj,"Hey, remember The Ark of the Covenant?"
howard,Yeah?
raj,That’s how much we’re gonna melt people’s faces off.
sheldon,I appreciate your interest in the apartment. I just need to ask you a few standard questions.
sheldon,It says here you’re a chemist. Which element on the periodic table do you feel is too big for its britches?
sheldon,Looks like argon’s not the only one with an attitude problem.
sheldon,"In general, would you say that you smell better, worse or the same as you do right now?"
sheldon,"I was going to ask you what is the best fruit, but then I realized what I want to ask you is why is there a Band-Aid on your forearm, but then I realized what I really want to ask you is just can you just go?"
sheldon,"You’re healthy. You have a job in the sciences. I’ve got to say, if this credit report comes back good, you’re the frontrunner."
amy,"I’m not gonna be your roommate, Sheldon."
sheldon,"But I met with 11 people, and they all walked out. And that Hollywood phoney Chris Pratt never tweeted me back."
amy,I’m sure you’ll find somebody else.
sheldon,"I suppose. What happened to me, Amy? Years ago I was completely disengaged from my feelings. I’d say it was a happier time, but I was disengaged from my feelings, so who can tell?"
amy,"I don’t know how to help you. You know, feelings are a part of life."
sheldon,"They didn’t used to be. You and Leonard and Penny, you all poisoned me with emotions. I was like the Tin Man, perfectly content until that evil wizard gave him a heart."
amy,I don’t think that was the point of the movie.
sheldon,"Fine, then I was like Pinocchio before that jerk Geppetto went and made him a real boy."
amy,There you go.
penny,"So, what are you thinking for dinner?"
leonard,"Well, it’s Thai food night."
penny,"Well, honey, you don’t live with Sheldon any more. You can have anything you want."
leonard,You’re right. But what? Mexican? Italian? German? Indian? Greek? Cuban? Chinese? Pizza? Barbecue? Korean? Korean barbecue?
penny,How about Thai food?
leonard,"Oh, thank God."
penny,"Hey, we’re going to dinner. You want to come?"
sheldon,"Oh, I wish I could, but I realized I’ve become too emotionally vulnerable, so, like an operating system, I’m restoring my life to the last stable version, which was in 2003, the day before I met Leonard."
leonard,"You heard him, no."
penny,"Hang on. Wait, you actually think it’s 2003?"
sheldon,"No, just because I’m living my life like it was 12 years ago doesn’t mean I’m delusional. And since it is 2003, I don’t know who you are, so please exit the premises before I call the police on my stylish new flip phone."
penny,Are you doing okay?
leonard,"I guess. I’m just, you know, worried about Sheldon."
penny,"Well, come on, he’s a grown man in his 30s pretending to be a grown man in his 20s. He’s fine."
leonard,I hope so.
penny,What else can you do? Move back in with him?
leonard,"No, of course not. I just feel bad."
penny,"Well, so do I, but don’t you want to live with your wife and set the thermostat to whatever you want and have your body tell you when it’s time to go to the bathroom, you know, not a schedule slipped underneath your door every morning?"
leonard,I did like that he had the weather on it.
penny,"Trust me, this is the right thing."
leonard,"I know. And it’s not like we’re abandoning him. Plus, we can FaceTime him whenever we want, you know, once iPhones are invented in his universe."
bernadette,I can’t believe Sheldon asked you to be his roommate.
amy,I can’t believe he ran my credit.
bernadette,"Hey, if you’re open to living with someone great, I’ll give you a thousand dollars to take Stuart."
amy,You really should’ve gone on the Internet and checked how long that kind of thing lives before you got one.
bernadette,"I’m sorry. I just thought you might have a pasty, weirdo-shaped hole in your life."
amy,"Hey, I know Sheldon’s quirky, but he’s also brilliant and insightful. I think calling him a weirdo is a little unfair."
sheldon,"Hello, 2003."
leonard,"Hey, we brought you Thai. Where is everything?"
sheldon,"In my present, it’s in the future. In your present, it’s been crammed in the bedroom by an enterprising young man I met in The Home Depot parking lot."
leonard,"I know what you’re doing. You’re trying to get attention so we’ll feel bad for you, but it’s not happening."
sheldon,"No, what I’m doing is trying to figure out how to live my life now that everyone is leaving me."
leonard,Will you knock it off? We’re across the hall.
sheldon,"As the kids are saying today, talk to the hand."
penny,They’re not saying that.
sheldon,They are in 2003.
penny,"No, no, they’re really not."
raj,"Thor and Dr. Jones. Thor and Dr. Jones. One runs from Loki, the other runs from stones. So, what do you think?"
raj,"Runs from stones means that, that big boulder, but I couldn’t rhyme anything with boulder."
raj,"Right, yeah, right. But, what do you think?"
raj,Cute? It’s not cute. Cute is children dressed as vegetables.
raj,Just be honest. You don’t like it.
raj,"You can dance to this. Um, uh, uh, Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones."
raj,"I’m telling you, dude, the song has no groove, you can’t dance to it."
howard,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.
raj,"You can do both, like Michael Jackson’s Billie Jean. While you’re dancing you’re thinking, like, darn it, whose baby is it?"
howard,"Where’s this coming from? A few hours ago, we both loved this song."
raj,I still love it. I just think there’s room for improvement.
howard,"You played it for Emily, didn’t you?"
raj,"Yeah, so what?"
howard,"You are such a wimp. She didn’t like it, now you don’t like it."
raj,"No, no. I’m just evolving as a musician. You’re the one who’s stuck in the past."
howard,The past was lunch. You know what’s really happening here? Your girlfriend is breaking up our band.
raj,She has nothing to do with this. I am my own man.
howard,"Oh, please. Your brain belongs to whoever’s willing to sleep with you."
raj,That is so not true.
howard,Really? Remember when you were gonna get circumcised for Rachel Bernstein?
raj,That had nothing to do with Rachel. It was an overreaction to a bad zipper injury.
howard,I don’t need this. I’m quitting the band.
raj,"Fine, I quit, too."
howard,Then get out of my house.
