speakers,dialogue
phoebe," No! No, that you and Rachel are engaged!"
ross, What?
phoebe," Oh, it's a secret. Oh goodie! Yes! We haven't done the secret  thing in a long time."
ross," Phoebe, there is no secret. Okay? I didn't propose."
phoebe, Are you lying? Is this like that time you tried to convince us  that you were a doctor?
ross,  I am a doctor! Y'know what? I'm just gonna go and  talk to Rachel myself.
phoebe," All right, me too.  Should we wake her up?"
ross," No! No, come on let her sleep! She's so exhausted."
phoebe, And so engaged. 
ross, What?  Oh my God!  She-she thinks we're engaged! Why? Why? Why would she think we're engaged?!
phoebe, Perhaps because you gave her an engagement ring? Y'know Ross  doctors are supposed to be smart.
ross, I didn't give her that ring!
phoebe, Really?
ross, No!
phoebe, So whose ring is it?
ross, It's mine.
phoebe, Is it an engagement ring?
ross, Yes!
phoebe, But you didn't give it to her?
ross, No!
phoebe, But you were going to propose?
ross, No!!
phoebe," Huh, I might be losing interest in this."
ross," Look. Look, my mom gave me that ring because she wanted me to  propose to Rachel, but all I wanted to do is if she maybe kinda wanted  ah start things up again."
phoebe," Oh, what beautiful lukewarm sentiment."
ross," Look, I didn't want to rush into anything. And it seemed like  she didn't want to either. But I don't, I don't understand how any of this  happened! What? Did she find the ring in my jacket, assume that I was going to  propose, throw it on, and-and just start telling people?"
phoebe," No! No, she said you actually proposed to her."
ross, Well I didn't! I didn't propose!  Unless uh
chandler," Look, we can't stay in here forever."
monica," Oh, I still can't believe my dad saw us having sex! He didn't  make it to one of piano recitals, but this he sees!"
chandler," This is okay. We're all adults here; there's nothing to be  ashamed of. Now, let's put our underwear in our pockets and walk out the door. "
monica, Hi Dad! I can still call you that right?
chandler," I just want you to know that what you witnessed in there,  that wasn't for fun."
monica, It wasn't fun?!
chandler,  Why? Why-why-would youWh-why
monica," The truth is, Dad, we're-we're trying."
monica," Yeah, we're trying to get pregnant."
monica," Well, that's okay dad, we-we can wait until later."
monica, Daddy?!
chandler," That's funny, this conversation's how I got the bullet hole  in my head."
monica, Daddy! I don't think we need to hear about the specific  positions you and mom had sex.
monica, I don't feel good right now.
chandler," Seriously sir, my brains? All over the wall."
monica, Hey.
rachel, Hey. I need to tell you something.
monica," Well, now's a good time. I'm on my way to have my ears cut  off."
rachel, Joey asked me marry him.
monica, What?
rachel, Joey proposed to me.
monica, Is he crazy?! You just had Ross's baby!
rachel," Well, I-I said yes."
monica," What?! Are you crazy? You just had Ross's baby! It's-it's so  inappropriate. No, it's worse than that. It's wrong. It's It is bigger than  mine! "
rachel," I know. Days of Our Lives, thank you very much."
monica, You can't marry him!
rachel, Why not? I don't want to do this alone! And he's such a sweet  guy and he loves me so much.
monica, Well do you love him?
rachel, Sure.
monica, Sure?
rachel," Yeah, I mean whatever."
monica," Honey, the question is do you really want to marry Joey?"
rachel," No. No, I don't. Could you be a dear and go tell him?"
chandler, You still haven't told Rachel you weren't really  proposing?
joey," No! She had the ring on, she seemed so excited, and then she  took her breast out."
chandler," Joey, you have to tell her what's going on! And what did it  look like?!"
joey, I didn't look at it. Stupid baby's head was blocking most of  it.
chandler, Go and tell Rachel right now before Ross finds out.
joey," Look, it's not that easy. She said she wanted to marry me. I  don't want to hurt her."
chandler," Okay, look, just do it gently."
joey," You're right. You're right. I-I'll go tell her now before Ross  finds out and I'll be gentle. I can do that. I am a gentle person. Oh, by the  way. Two people screwing in there  if you want to check that out."
ross, Hey.
rachel, Hey.
ross," Listen, I um I heard about the engagement."
rachel, Surprised?
ross," And confused. Rach, sweetie, I-I um I didn't propose to you."
rachel, I know.
ross, I don't think you do.
rachel, You didn't propose to me. Joey did.
ross," Poor baby, you're so tired. Rach, I didn't propose to you, Joey  didn't propose to you, and Chandler didn't propose to you."
rachel," Uh You didn't propose to me, Chandler didn't propose to me,  but Joey did."
ross, Joey proposed to you?
joey, I can come back.
ross," Hey, wait! Wait-wait-wait! Joey, did you propose to her?"
joey, No.
rachel, Yes you did!
joey," Actually, technically, I didn't."
rachel, Well then why did you give me a ring?
ross," Wait! Whoa-whoa, you you gave her the ring?"
joey," No! No, and I did not ask her to marry me!"
rachel," Yes, you did!"
joey," No, I didn't!"
rachel," Yes, you did!"
joey," No, I didn't!"
rachel," Yes, you did! And don't you say, """"No, I didn't!"""""""
joey, Ahhh!
rachel, He was right there. He got down on one knee and proposed.
ross, Whoa! You were down on one knee?
joey," Yeah. Yeah, that looks bad. But I didn't I didn't propose!"
ross, Then what did happen?
rachel," Yeah, what did happen?"
joey," Okay, the ring fell on the floor and I went down to pick it up  and you thought I was proposing."
rachel," Yeah, but you said, """"Will you marry me?"""""""
joey," No, I didn't!"
rachel," Yes, you did!"
joey," No, I didn't!"
rachel," Yes, you didOh my God you didn't!  Well then why  didn't you tell me that before?!"
joey," Well I tried, but people kept coming in and then you took your  breast out!"
ross," Whoa! Hey! Whoa-whoa-whoa, you saw her breast?!"
joey,  I'll tell you about it later. Be cool.
rachel," Well then Joey, what the hell were you doing with an  engagement ring?!"
joey," It wasn't my ring! It's Ross's ring! That's why I felt so bad  Rach, because he was going to propose."
ross, What?!
rachel, You were gonna propose to me?
ross, Uhh No.
joey," Well, this is awkward. {See? I told you so.}"
ross," But I-I was going to see if y'know, maybe you uh, start dating  again but thatI mean that-that was all, Rach."
joey," Dude, step up! I proposed."
ross," No, you didn't!"
joey, Oh that's right. There's a lot going on here and I think I ate  some bad fruit earlier.
rachel, Okay.
ross,  I can't believe you told her I was going to  propose!
joey, I can't believe you're not going to propose!
ross," Hey, I'm not going to rush into anything!"
joey," Oh yeah, dude, I totally understand. Usually after I have a baby  with a woman I like to slow things down!"
rachel, Oh my God!
ross, What?
rachel," She's doing it Look, she's breast-feeding look!"
joey,"  Ah, it's beautiful."
rachel, Okay.
ross, Thank you. 
rachel," Oh wow, this feels weird."
ross, Good weird?
rachel, Wonderful weird.
joey," Y'know what you guys? I'm uh, I'm gonna go too. And uh, I'm  sorry about everything."
rachel," Honey don't worry, it was my mistake."
joey," No, Rach, I should've told you sooner. It's just that Man! That  kid is going to town! "
rachel, She's perfect.
ross, We're so lucky.
rachel, We really are.
ross," Look, I-I know it's not a proposal and I don't know where you  are, but with everything that's been going on and with Emma and I've been  feeling"
rachel, I know. I know. I've feeling
ross, Yeah?
rachel, Yeah. 
ross," Okay, well, that Wow, okay, well, umm then maybe, at least we  can, we can talk about us again."
rachel," Yeah, maybe."
ross," Well good, okay. I-I, kind of think y'know if we if You're  wearing the ring."
rachel, Wh-what's that?
ross, And you told Phoebe you were engaged.
rachel," I'm sorry, what?"
ross, When you thought Joey proposed did did you say yes?
monica,  Hey dad!
chandler, Hey.
ross, You said you'd marry Joey?
rachel," Okay you have to realize, I was exhausted, I was emotional, I  would have said yes to anybody. Like that time you and I got married!   I'm not helping."
ross," So you said yes to him, and you just had our baby?"
rachel, That is right and traditionally the daddy is supposed to give  the mummy a present but I am prepared to let that go.
ross," So when I came in here to see if you wanted to maybe start  things up again, you were engaged to my best friend."
rachel, WellReally? I thought Chandler was your best friend.
ross," Well, Chandler's my oldest friend, but Joey's myNo! Ah! "
rachel, Ooooo!
joey,"  Hey you guys I'm gonna take off. I just wanted to let  you guys know, say goodbye."
ross, Rachel said she'd marry you?!
joey, 
monica," Ok, I don't wanna be negative so I'll say that most of the  signs you bought are good."
phoebe," No they ran out of """"It's a girl"""" but I can fix this one,  See?"""
monica,  Honey.
chandler, Yea yea. 
monica, Honey why don't you go lie down.
chandler," No, no, Ross and Rachel will be back soon and then I gotta  go to the office  Am I producing  them?"
joey, Why're you so tired?
chandler," Couldn't sleep last night you know, then I started worrying  about this big divisional meeting that I have later today, the more I worried  about it the more I couldn't sleep.  Y'know? I was like, if I fall asleep  now I'll get six hours sleep, but if I fall asleep now I'll get five hours  sleep. Not matter what I did I couldn't fall asleep."
joey," You know what you should've done, you should have told yourself  that little story."
rachel,  Hi!
monica, Phoebe did the signs!
rachel, Oh you guys thanks for doing this.
phoebe, Look at all the stuff people sent!
rachel," Oh Ah!  Oh my gosh there's  something every mother needs, a giant stuffed gorilla that takes up the entire  apartment! What are people think"
joey, Hey so where's Ross?
rachel, He's downstairs getting the rest of the stuff out of the  cab.
joey, Is he still mad at us?
rachel," Well, you more then me, but he can't stay to mad at me. I  mean, I just had his baby."
joey, That's not fair! I can't do that.
rachel," Yeah, I'm not so sure you should be here when he comes up."
joey," See this is what I was afraid of, I didn't think I should be  here either but somebody  said he'd be over it by now."
chandler," Hey, what do I know? I wanted to get a bigger gorilla."
chandler, Walter .
phoebe, She's just so cute! I just wanna bite her ear off and use it  and a sucking candy.
monica, Phoebe! But I could take one of those little feet and put it  in a pita pocket.
ross,  Okay I put most of the stuff  away.
rachel," Oh great, the pacifiers?"
ross, In the closet.
rachel, The burping clogs?
ross, Linen closet.
rachel, The diapers?
ross, In the hospital.
phoebe, Wow you guys got a hospital?  Fancy!
ross, No I left the diapers at the hospital! There's some in the bag  but I'll run out and get some more.
rachel," Alright thanks, oh Ross could you stop by the coffee house and  get me a muffin?"
ross, Sure what kind?
rachel," Umm let me think...What do I want, what d-o I w-a-n-t..."
ross," Please take your time, it's an important decision. Not like,  say, I know! deciding to marry someone, this is about a muffin."
rachel, Blueberry.
ross, Blueberry it is.
rachel, Thanks.
monica," Wow, he's really not letting this go, is he?"
rachel, God how long do you think that's gonna last?
phoebe," I dunno, well he got over the """"We were on a break"""" thing  really quickly."""
rachel," Y'know I can't even worry about that right now, cause I got  the cutie little baby, oh I can't believe how much I love her, I can't get  enough of her, like right now I miss her.  I actually miss her."
phoebe, You know that's that's her.
rachel," Oh god look at her sleeping.  Oh, I love her so  much!  Oh, I think I'm gonna wake her up."
phoebe," Oh no, Rach, no no, you know you're never  supposed to wake a sleeping baby."
rachel," Well I can do whatever I want!  I made her!  Come on little girl, hi!"
phoebe, I can say I told you so but she's kinda doing that for me.
rachel, Oh I'm sorry mummy's so sorry go back to sleep go back to  sleep. Shh.   Shhh! Go back to sleep
monica, Breaks your heart doesn't it
phoebe, It really does how long do you think we have to stay?
chandler, Yep.
chandler,  Yes.
phoebe," Well, alright, we already tried feeding her, changing her,  burping her, oh try this one! Go back in time and listen to Phoebe!"
monica," Alright here's something, it says to try holding the baby  close to your body and then swing her rapidly from side to side."
rachel, Ok. 
monica, It worked!
rachel," Oh  Oh come on, what am I gonna do, its been hours and it  won't stop crying."
monica," Umm, she Rach, not it, she. "
rachel," Yeah, I'm not so sure."
monica," Oh my god, I am losing my mind."
phoebe," Yeah, no kidding, this just proves no good can come from  having sex with Ross!"
ross," Hey Gunther, can I get a couple of blueberry muffins to go? "
ross, Yep.
ross," Yep, can you believe it?"
ross, Huh? Ooh  you mean like a Huh?
joey,"  Ross, I know you're pissed at  me, but we have to talk about this."
ross, Ah actually we don't.  
joey,"  Fine, fine okay.  But I gotta say  technically, I didn't even do anything wrong."
ross,  You didn't do anything wrong?!
joey, I said I didn't technically.
ross," Okay let's put aside that you   """"accidentally"""" proposed to Rachel."""
joey," Look, can I just stop you right there for a second? When people  do this  You were saying?"
ross," And I can even understand that you couldn't tell Rachel, but why  couldn't you tell me, huh? You had all day to and you didn't."
joey," I know I should've.  """"I'm sorry."""" """
ross," Not using it right, Joe."
ross, I'm gonna go.
joey," No, come on Ross!  Look,  Ross, we have to get past this."
ross, Give me the bag.
joey," No, look, I don't know what else to do. I said I'm sorry!"
ross, Joey!
joey," You should scream at me, or-or-or curse me, or hit me."
ross, I'm not gonna hit you.
joey," Why not?  You'll feel better!  I'll feel better, and  you know you want to. I can see it in your eyes."
ross, No I don't.
joey, A little bit.
ross, No.
joey, Little bit.
ross, No!
joey,  A little bit more.
ross, Give me the bag.
joey," No, hit me"
ross, Give me the bag.
joey, Hit me.
ross," Joey, give me the bag."
joey, Hit me!
ross, Joe I'm not kidding
joey,"  Hit me, hit me."
ross, No!
joey,  Hit me! Hit me! 
ross, You ducked!!
joey, I'm sorry! It was a reflex! 
ross," Oh my god, this really hurts!!!"
joey," I couldn't help it! When a fist comes at your face, you duck!  Look! "
ross, What is the matter with you?!?
joey, You were supposed to duck!!! Why didn't you duck?
ross, Why don't we talk about this on the way to the hospital?
joey," Good, good yeah,  """"Oops."""" Commercial Break"""
monica, Try feeding her again.
rachel, I already fed her.
monica," I know, that's why I said again!"
phoebe," Alright you guys, we can't turn on each other, Okay?   That's just what she wants."
chandler,  Hey.
monica, Hey.
chandler, Monica can I talk to you outside for a minute?
rachel," Oh no, you guys, just stay here, I'm gonna go check her  diaper, Pheebs you wanna come?"
phoebe, Oh I'm kinda part of this.
chandler, Actually Pheebs its more of a husband and wife kinda  thing
phoebe, I knew I should have married Chandler.
monica, Okay what's up
chandler," Umm, you know how we always said that it would be fun to  move to Paris for a year? You know, you could study French cooking and I could  write and we could take a picnic along the Seine and go wine tasting in  Bordeaux?"
monica, Oh yeah .
chandler," Okay, you know how that people say that Tulsa is the Paris  of Oklahoma?"
monica, What? Who says that?
chandler, People who've never ever been to Paris.
monica, What's going on?
chandler, We're moving to Tulsa! 
monica, Excuse me?
chandler," Okay, Ms. McKenna, she kind of works above my boss, she  asked me to move to Tulsa and be the president of our office there, and I was  sleeping and apparently, said yes."
monica,"  Tulsa, Oklahoma!"
chandler," The Sooner State, whatever that is."
monica," Chandler, I don't even wanna see the musical Oklahoma!"
chandler, Really? Oh What A Beautiful Morning!   Surrey With A Fringe On Top.
monica," Are you trying to tell me that we're moving to Oklahoma, or  that you're gay? All right, not that this matters, but did they at least offer  you a huge raise?"
chandler," No, no, but they are going to lease us a Ford Focus. "
monica, Thank you.
chandler,  What is wrong with Emma?
monica," Oh she misunderstood, she thought she was moving to Tulsa."
chandler," Umm ma'am, do you have a minute?  I kind of have some bad news. I don't think I can move to Tulsa."
chandler," It's a funny story, actually.  I kind of fell asleep  in the meeting this morning so when I said I'd move to Tulsa, I didn't really  know what I was saying."
chandler," But only because I was up all night worried about this  meeting, ain't that funny? Irony? Not a fan, alright . See, here's  the thing. I went home and told my wife about Tulsa and she won't go. See, me, I  love Tulsa!  Tulsa is heaven!  Tulsa is ItalyPlease don't make me go  there!"
chandler," No no no! Look, Carol, can I call you Carol?  That's a picture of your daughter, isn't it,  well she's lovely. I like a girl with a strong jaw. I'll call you from Tulsa. "
joey," Hey, so how is it?"
ross, I broke my thumb.
joey, Your thumb? That's weird.   Maybe later. Ross I feel terrible.
ross," You know what, you can go, I just have to fill out some forms. "
joey," You, you want me to help you with that?"
ross," Why, does it look like I'm having trouble with my misshapen  claw? "
joey," Name?  I know Ross but what's it short for?  You know like, like Rossel or Rosstepher."
ross, Just Ross!
joey," It's pretty, Okay date of birth?"
ross, You know my birthday.
joey," Sure, May...tember."
ross, October 18th.
joey, Occupation? Dinosaurs.
ross, Actually I'm a palian Dinosaurs is fine the drawing is  not.
joey," Alright, who do you want as your emergency contact?"
ross," Ah, Rachel I guess."
joey," Okay, relationship, boy this could take a while."
ross, Just ah just put roommate.
joey," Come on, you guys are more then that! I mean, you're gonna get  together right?"
ross, I don't think that we are.
joey, But you two were supposed to be together.
ross," Well, I thought so too, but then she said she'd marry you."
joey," Come on, Ross, that didn't mean anything! She just had the baby,  she was all freaked out about doing it alone, she would have said yes to  anybody."
ross, Yeah that's what she said.
joey, So?
ross, So I don't wanna be just anybody.
joey, Wow.
ross," You know what, it's, it's better this way anyway. I mean I don't  know what I was thinking, going down that road again with us. It's just much  easier if we're just friends who have a kid."
joey, Really?
ross, Yeah.
joey, And you're Okay with that?
ross," Yes. I mean, it's what we always planned.  And if you have  a plan, you should stick to it.  That's why they call them plans.   Hello?  I'm fine."
joey," Hey, for what it's worth, with Rachel I don't think you'll ever  be just  """"anybody."""""""
ross, Hey there you go! 
joey,"  """"Thanks."""""""
rachel, Oh my God! How long has she been crying?
monica, About a week and a half.
phoebe," Well alright, looks like you guys have got it under control so  I'm just gonna go. "
monica," Rach, try holding her a different way."
rachel," You guys, I'm doing the best I can, anyone else is welcome to  try."
phoebe," Alright, I'll try, fine! Yes, Okay!"
rachel, Here you go. 
phoebe, Shh! Nothing works with this child! 
rachel," Oh god what am I gonna do you guys, I can't even comfort my  own baby! I'm the worst mother ever!"
monica," You're just new at this, it'll get better, think about your  first day at work. I mean, that couldn't have been easy but you figured that  out."
rachel, Yeah I don't think dressing provocatively is going to help me  here! Oh my god just please take her.
monica," Okay I'll take her, here. "
rachel, I have to go to the bathroom. 
phoebe, I have to go scream into a pillow. 
monica, 
phoebe,  Have I gone deaf?
monica," It worked! Ooh baby baby baby, ooh baby baby baby!"
phoebe, You must be a fireball in bed.
monica, I can't believe it!  She's asleep!  I got her to go  to sleep!   I have actual magical powers!
phoebe, I can hear traffic and birds!  I can hear the voices in  my head again! 
rachel, Oh my God! You got her to stop crying!
monica," Yes I did, I'm Monica, Super Aunt"
rachel, You are the official baby crier stopper!
monica, Yes I am!!
rachel, You're never leaving the apartment!
monica, Say what?
rachel," That's your new job, day and night, she starts crying I need  you here."
monica,  Oh no no no no!
phoebe, Thankfully you don't need me at all .
rachel, Okay so listen I'm gonna go lay down.
monica, What?
rachel, You know the book says that whenever she's sleeping I should  be sleeping so
chandler,  Hey!
monica, Shhh! We just got her to go to sleep
chandler, Oh so there can't be any yelling.
monica, No.
chandler, We're moving to Tulsa
monica,  What!?
chandler, Shhhh! Shhhhh! Shhhhh! Shhhhh! 
ross, Hey.
rachel," Heeeeey, where have you been?  What  happened to you?"
ross," Ah I had a little thing with Joey, if you think this is bad you  should see him."
rachel," Oh no Ross! This is not good, we have to talk about this Joey  thing. Please sit.  You have got to get over this Joey thing, okay? I  never really wanted to marry Joey, okay?"
ross, Okay.
rachel, You know what I really really want?
ross," What, Rach?"
rachel," I wanna sleep, I wanna eat, I wanna take a shower, I mean  before she wakes up and we gotta do this all over again."
ross,  Right.
rachel," I mean I got news for you mister, Emma?  Not easy."
ross," Well, that's what I'm here for.  Want  me to get that?"
rachel, No its really okay Monica!
monica,  Got it! Got it!  Got it! Got it! Got it! Got it!
joey," You know, ah, I've been thinking about this and I gotta tell ya,  it's not my fault. It's a natural instinct."
chandler,"  Hey, what you guys talking about?"
joey," Hey OK great, what would you do if I did this? "
rachel, Hi!
ross, Hey! So what's the big news you had us rush all the way over here for?
chandler," Okay, our news. My company has asked me to head up our office in  Tulsa , so as of Monday I'm being officially relocated."
ross, Oh my God!
phoebe, What?!
rachel, What?!
ross, Monday?!
joey, How long do you have to go for?
chandler, They said it could be up to a year.
joey, A year?!
rachel,  Do you have to go?
monica, I kind of have to don't I? Because of this stupid thing 
chandler," There is nothing like the support of your loving wife, huh?"
joey," Wait a minute, you can't go to Tulsa. Maybe you forgot, but we've got  tickets to the Jets game next week."
chandler," I'm sorry buddy, but I don't think I'm gonna be able to make it."
joey, We were gonna go see the Jets!
ross," You can't go, I mean you're the glue that holds this group together!"
chandler, Really?
ross, Not you.
joey, I can't believe you guys are moving.
phoebe, I call their apartment!!!
joey, Here you are 
rachel, Thank you Joey. You know what? I'm not even sure I can have caffeine.
ross, I went thru this with Ben and Carol. One cup of coffee won't affect your  milk.
rachel, Yeah. Just to be sure I'm gonna call Dr. Wiener.
joey, 
rachel, Every time? 
joey, Uhuh.
ross," Rach, you don't have to call whenever you have a little question, okay?  Trust me, I know this."
rachel," All right, I trust you. "
ross," Rachel, I can see you dialing! I don't understand why..."
rachel, I'm on the phone! 
joey, 
phoebe, It's so weird seeing Ross and Rachel with a baby. It's just so grown  up.
joey," I know, yeah. I feel like we're all growing up. Person named Wiener,  God that kills me. "
phoebe, Look at you all grown up.
joey," Actually, you know what? I am. That whole thing with Rachel made me realize  that maybe I'm ready for a more serious relationship. You know? Like I'd like  to meet a nice mature commitment-minded lady. And looks aren't as important  as...Nah, she's gotta be hot."
phoebe," You know, I might know somebody. Hey, how about you set me up with  someone, and we double date!"
joey," I can do that, yeah. How is Friday?"
phoebe," Done. Oh good, really?"
joey, Yeah!
phoebe," Let's see!  Oh, you know who's great? Sandy  Poophack."
joey, 
phoebe," Yeah... All right, well that rules out Lana Titweiller"
joey, 
chandler,  Hey!
monica, Hey!
chandler, I've got good news!
monica, You got out of the whole Tulsa thing?
chandler," Okay, I have news. You don't have to move to Tulsa. You can stay  here and keep your job."
monica," It's great! How? Chandler. Well my boss and I worked out a deal where I only have to be in Tulsa  four days a week, so the other three I can be here with you."
monica, So you're gonna be gone four days a week?  No.
chandler," I'm sorry, are you just used to saying that?"
monica, No. I can't be away from you for that long.
chandler, Really?
monica," Yeah, you're my husband. I'm not gonna live in a different state than  you for 208 days out of the year."
chandler, That's fast math! We could use you in Tulsa.
monica," Honey, thanks for trying to figure out a way, but if you're going to  Tulsa, I wanna go with you."
chandler," Hey, you said that without gagging!"
monica, I know! 
rachel, 
ross, Who the hell was that?!
rachel, Dr. Wiener.
ross," Rach, you can't call people at three in the morning."
rachel," Oh you know what, you sound just like his wife!"
ross, Was there anything you did wrong with Emma?
rachel," Yes, of course there is! Okay? I'm not insane!"
ross," Well, what was it?"
rachel, Hiccups.
ross," Rach, I told you, you can't call him every time any little thing comes  up."
rachel," Yeah well, not anymore I can't. He fired us! What are we gonna do?  We have to find a pediatrician. Wait wait, Monica said that when you guys were  growing up, you really liked your doctor. What was his name?"
ross," Dr. Gettleman? Yeah I know, I don't think that's a good idea. In fact,  I think he's dead."
rachel, Argh! Why does everything happen to me?!
ross," Rach, I promise first thing tomorrow we'll find another doctor, but I  gotta get up early and I'm not feeling all that well."
rachel," What? What, do you mean you're not feeling well? What do you have?  Is it Rubella? Because don't go near Emma, she has not had that shot."
ross," You know? Come to think of it, it does feel Rubella-like! "
rachel,"  Wiener, Wiener!!!"
ross,  Rachel!!!
rachel, Great! Now he's gonna know it was me!
phoebe,  Hey!
joey, Hey!
phoebe, So how is this for our big double date tonight? 
joey,  Oh my God!
phoebe," Ooh, great! Just the reaction I was hoping for."
joey," Yeah, so you found someone for me. You didn't forget?"
phoebe," Of course not! And you're gonna love Mary Ellen. She's really smart  and cute and funny, and I can't tell you how I know this, but she' not opposed  to threesomes. So tell me some about my guy."
joey, No.
phoebe," Come on, give me something. What's his name?"
joey, Mike.
phoebe, Mike? Okay! What's his last name?
joey, Damnit! Is there no mystery left in romance anymore!?
phoebe," All right, we'll se you and Mike at the restaurant in a couple hours."
joey, 
joey, Why did I have to say Mike? I don't know a Mike! Why couldn't I have  said...  There's no guy in there!
rachel," It's impossible to find a good doctor. I mean, how do you know the  good ones from the ones who are gonna push their penis against your knee?"
monica, Excuse me?
chandler, I know what she's talking about.
rachel," We've got to find a new pediatrician. Ross was getting sick last night,  and I think Emma may have caught it."
monica, Why don't you go see Dr. Gettleman?
rachel, Ross said he died.
monica," He didn't die. I saw his daughter last week. Said he was fine. Her  on the other hand, botched Botox."
rachel," Oh, great! Well, then I'm gonna take Emma to see him. I wonder why  Ross said that he died."
monica," Oh, maybe he was getting him confused with his childhood therapist."
chandler, He saw a therapist?
monica," Yeah, he used to have this recurring nightmare, just really freaked  him out."
rachel, Why? What was it?
monica, That I was going to eat him.
joey, MIKE!!!
joey, 
joey," Everything is gonna be fine. Just follow my lead, okay? All you have  to do is pretend to be Mike."
joey, Atta boy!
joey," Okay, look..."
phoebe," Joey, this is Mary Ellen Jenkins. So, Mike, how do you and Joey know  each other anyway?"
joey,  From school.
phoebe," Wow, you guys go way back then. So what are you up to these days?"
joey," Mike, 'attorney at law'!"
joey, What? That's the kinda thing you usually run by me.
phoebe," Wow, that's great! I liked that better than the law thing, so..."
joey, Which is why I waited until now to introduce you to Mike.
joey," No, no, that's not what I meant. Let's get you a cocktail."
monica, Hey!
chandler, Hey!
monica, What are you doing?
chandler, Looking for restaurant jobs for you in Tulsa.
monica, That's so sweet. Find anything?
chandler, Slim Pickings.
monica," Nothing, huh?"
chandler," No, 'Slim Pickings', it's a barbecue restaurant. They're looking  for a cook. Actually 'cook' may be a bit of a stretch. They're looking for someone  to shovel mesquite."
monica, 'Slim Pickings'...That is so cheesy.
chandler, 'So Cheesy' also has an opening.
monica," Honey, that's okay. I actually know this woman, Nancy, who's a restaurant  biz head-hunter. Maybe she'll know of something."
chandler, Can I just say how much I appreciate you coming with me. When we  get to Tulsa I'm taking you for a great dinner at 'Slim Pickings'. 'So Cheesy'?  'Whole Hog'? It's going to be tough to keep Kosher in Tulsa.
monica,  'I'll take it!'
rachel," Hi, my name is Rachel Green, I have an appointment for Emma."
ross, Thanks doctor.
ross, You even have to ask?!  
phoebe," You know, it's so surprising that you and Joey have known each other  for so long and I've never heard about you."
joey," Yeah, that's because we had a bit of a falling out. Mike hit my mom with  a car."
joey," That's okay Mike, I have forgiven you. And now we're friends again everything's  great! Mary Ellen Wait, is your mom okay?"
joey," Please, we're trying to have a conversation. "
phoebe, What?!
joey, What?!
phoebe, Do you not know each other?
joey,"  Hey, remember the one where I punch you in the face  for not being cool?!"
phoebe," Mike, let me ask you something. How many sisters does Joey have?"
joey, What are you doing? I said seven!  Argh!!!
phoebe," Joey, why did you set me up with a stranger?"
joey," Because I forgot about our date, I'm so sorry."
phoebe,"  You are unbelievable! I spent so much time finding the perfect  girl for you, you know. Mary Ellen is really smart and cute and loose."
phoebe, Who are you kidding?  You just find some guy off the street  for me? Oh God! This is humiliating!
joey," Look Phoebe I'm so sorry! Hey, look, if you don't like this guy I can  find you a better one.  Mike!! Mike!!"
phoebe, I'm out of here 
joey,  You're leaving too?
joey, Good night!
chandler," Honey, we're leaving tomorrow you've still got a lot of packing to  do."
monica, You're right.  Maybe I shouldn't go.
chandler, What?
monica," So Nancy told me about this job at this great restaurant, Javo .  It's just a little outside of Tulsa."
chandler, How far outside?
monica, Manhattan.
chandler, And you're thinking of taking it?  new job.
monica," I'm gonna miss this hand! Okay I know it's a lot to ask, but oh my  God Chandler, this is a once in a lifetime opportunity."
chandler, What happened to 'you can't live without me four days a week'?
monica," Well, if you really think about it, I mean four days is not that long.  I mean, I see you Monday before you go to work, and I see you Thursday when  you get back, and I always work late on Tuesdays, so really if you think about  it, it's really just one day. And well, if we can't make it one day, we've got  real problems my friend."
chandler, I think you should take the job.
monica, Really?
chandler, Yeah. I know it must be important to you when you start chattering  like a monkey.
monica, That's the nicest anyone has ever said to me!
ross, Hey!
monica, How was the pediatrician?
rachel," Oh, I really liked him.  Yeah, it was really, really,  really good."
ross, You promised you wouldn't say anything.
rachel, I know.  I don't  care!
monica, Are you serious? You still see Dr. Gettleman?
ross, He's a brilliant diagnostician!
chandler, Diagnostician or boo-boo fixer?
rachel," Ross, seriously! You've gotta go to an appropriate doctor."
ross," Why? Why? I know it's a little weird, but hey, he's a great doctor, okay?  He knows my medical history, and every time I go in there, he makes a big deal.  'Ah look, it's my favorite patient!'"
chandler, Does he say that before he sticks his thermometer in your touchy?
ross," Hey, I seem to remember someone bringing his security blanket to college!"
chandler, That was not a security blanket! That was a wall-hanging!
ross, It didn't spend much time on the wall!!!
phoebe, Sure.
phoebe, Why did you go along with that?
phoebe," That's true.  Well, is anything you told me about yourself true?"
phoebe, Prove it.
phoebe, That wouldn't stand in the way of a true pianist.
phoebe, You are really good! I play a little guitar myself.
phoebe, Uhuh.
phoebe," Well, like acoustic folksy stuff. You know? But right now I'm working  on a couple 'Iron Maiden' covers."
phoebe," It's okay. Go ahead, ask me out."
joey, 
phoebe,"  Oh, you just caught me off guard! Yeah, that would be nice."
joey, Look at this. My two best friends!
ross," Excuse me, I don't mean to be a jerk, but the baby with the rash came  in after me."
ross, With the circus? He's behind the elephant.
ross," Yeah, that's how I know. I'm Ross by the way."
ross, I am a single parent.
ross," Well, let's say, I don't know, you met someone in the pediatrician's  office."
ross," Hmm, yeah.  Come on Ross jr. It's  time to go in."
ross," Hey, I helped you find Waldo!"
ross,"  Oh good, you haven't left yet."
monica, Where have you been?
ross, I got held up at Dr. Gettleman's office. There was some guy that freaked  everybody out.
