episodes,speakers,dialogue
94,amy,You really should’ve gone on the Internet and checked how long that kind of thing lives before you got one.
94,bernadette,"I’m sorry. I just thought you might have a pasty, weirdo-shaped hole in your life."
94,amy,"Hey, I know Sheldon’s quirky, but he’s also brilliant and insightful. I think calling him a weirdo is a little unfair."
94,sheldon,"Hello, 2003."
94,leonard,"Hey, we brought you Thai. Where is everything?"
94,sheldon,"In my present, it’s in the future. In your present, it’s been crammed in the bedroom by an enterprising young man I met in The Home Depot parking lot."
94,leonard,"I know what you’re doing. You’re trying to get attention so we’ll feel bad for you, but it’s not happening."
94,sheldon,"No, what I’m doing is trying to figure out how to live my life now that everyone is leaving me."
94,leonard,Will you knock it off? We’re across the hall.
94,sheldon,"As the kids are saying today, talk to the hand."
94,penny,They’re not saying that.
94,sheldon,They are in 2003.
94,penny,"No, no, they’re really not."
94,raj,"Thor and Dr. Jones. Thor and Dr. Jones. One runs from Loki, the other runs from stones. So, what do you think?"
94,other,Wow.
94,raj,"Runs from stones means that, that big boulder, but I couldn’t rhyme anything with boulder."
94,other,"Colder, shoulder, soldier, folder."
94,raj,"Right, yeah, right. But, what do you think?"
94,other,I think it’s very cute.
94,raj,Cute? It’s not cute. Cute is children dressed as vegetables.
94,other,"Okay, fine, it’s not cute."
94,raj,Just be honest. You don’t like it.
94,other,"I didn’t say that. I, I just like music you can dance to."
94,raj,"You can dance to this. Um, uh, uh, Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones."
94,raj,"I’m telling you, dude, the song has no groove, you can’t dance to it."
94,howard,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.
94,raj,"You can do both, like Michael Jackson’s Billie Jean. While you’re dancing you’re thinking, like, darn it, whose baby is it?"
94,howard,"Where’s this coming from? A few hours ago, we both loved this song."
94,raj,I still love it. I just think there’s room for improvement.
94,howard,"You played it for Emily, didn’t you?"
94,raj,"Yeah, so what?"
94,howard,"You are such a wimp. She didn’t like it, now you don’t like it."
94,raj,"No, no. I’m just evolving as a musician. You’re the one who’s stuck in the past."
94,howard,The past was lunch. You know what’s really happening here? Your girlfriend is breaking up our band.
94,raj,She has nothing to do with this. I am my own man.
94,howard,"Oh, please. Your brain belongs to whoever’s willing to sleep with you."
94,raj,That is so not true.
94,howard,Really? Remember when you were gonna get circumcised for Rachel Bernstein?
94,raj,That had nothing to do with Rachel. It was an overreaction to a bad zipper injury.
94,howard,I don’t need this. I’m quitting the band.
94,raj,"Fine, I quit, too."
94,howard,Then get out of my house.
94,raj,With pleasure.
94,howard,"Raj, wait."
94,raj,What took you so long?
94,leonard,"Buddy, I know me moving in with Penny feels like a big change, but it’s not."
94,sheldon,"How can you say that? Amy’s gone, and you two are married now, so it’s only a matter of time before you’re gone, too."
94,penny,"Okay, you don’t know what’s gonna happen."
94,sheldon,"No, I do. Eventually you’ll want more space, and you’ll move into a house, and then instead of dinner a couple of times a week, it’ll only be a couple of times a month, and then it’ll only be on special occasions, like when Bernadette divorces Wolowitz. Or, or, or like when Koothrappali’s weird girlfriend admits where she buried his body. Or Amy’s wedding, where she’s marrying someone better than me."
94,penny,"Okay, look, we don’t need to rush into anything. All right? Maybe instead of Leonard moving in with me, we just leave things the way they are, and sometimes we’ll sleep over there, and sometimes we’ll sleep over here."
94,sheldon,But mostly here.
94,penny,Sure.
94,leonard,"Wuh, what about what you said in the restaurant?"
94,penny,"Well, it’s not forever. It’s just for a while. If you want, we can think of him like he’s our dog."
94,sheldon,"You can. I’m happy when you come home. And I’m scared of fireworks. By the way, on July Fourth, we’re all sleeping here."
94,leonard,Fine.
94,sheldon,"All right, great. Just give me one minute, and I’ll get started on a new roommate agreement. Yeah. nothing from Pratt, we’re good."
94,howard,"Indy’ whip snapped, Thor’s hammer missed."
94,raj,It was Avenger versus archeologist.
94,howard,"Indy held his ground, and straightened his fedora."
94,raj,"Thor said, that’s a nice look in nineteen fourty-foura."
94,other,"Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones. Thor and Dr. Jones. Thor and Dr. Jones. One plays with lightning, the other plays with bones."
94,other,Play something we can dance to.
95,leonard,"Hey, ready for lunch?"
95,howard,"Oh, one sec."
95,sheldon,Is that the prototype drive system for the high-G rover?
95,howard,"No, Bernadette got me a Fitbit so she can track how much I’m exercising."
95,leonard,That’ll teach her to care about your health.
95,howard,"Yeah, I can’t wait to see the look on her face when I die young."
95,raj,When was the last actual exercise you got?
95,howard,"The other day, when she tried to put that Fitbit on me and I ran away from her."
95,sheldon,"According to a recent study, simply thinking about exercise, even while sitting still, can have physical benefits. For all you know, I could be exercising right now."
95,raj,Are you?
95,sheldon,"Nah, I’ll do it tomorrow."
95,leonard,It wouldn’t be the worst thing if we were more active.
95,howard,"You make an excellent point. Ooh, I think I’m getting a runner’s high."
95,leonard,"Look at all these activities the university has. Rock climbing club, archery, flag football."
95,sheldon,"Had me at flag, lost me at football."
95,penny,"Yeah, I think it’s great you guys want to get more exercise, but do you really think sports is the right choice for you?"
95,leonard,What are you saying? We’re not coordinated enough to play sports?
95,penny,"Okay, Leonard, sweetheart, you twisted your ankle playing Scrabble."
95,leonard,"I got a triple-word score with a double letter Q. If that’s not a time to bust out the scrabble dance, what’s the point of having one? Hey, Barry Kripke started a fencing club."
95,sheldon,Interesting. Sword fighting does hold a certain elegant appeal. And I would imagine it meets many of our personal criteria for a sport.
95,leonard,"It’s indoors, so no sunscreen."
95,sheldon,"No throwing, no catching, no running."
95,leonard,No gym shorts that can be yanked down.
95,sheldon,"Or worse, up."
95,leonard,Preach.
95,sheldon,"And as an added bonus, the word touché comes from fencing. It would be our only opportunity to use it in a non-metaphorical sense."
95,leonard,What about a game of tag on a French schoolyard?
95,sheldon,"Ah, touché."
95,other,Thanks for coming by.
95,bernadette,Sure. So how can we help?
95,other,"Well, I know more women are buying comics than ever, but for some reason, I, I can’t get ’em in here."
95,penny,"All right, well, what have you tried so far?"
95,other,"Uh, I’ve, I’ve been stocking more female-oriented titles. Uh, in the bathroom, I folded the end of the toilet paper into a triangle. And, uh, you are now sitting in the official breastfeeding area."
95,penny,Really? In a comic book store?
95,other,"Oh, don’t worry. I, I’ve got a camera right up here, so I could watch from the counter and make sure guys aren’t being pervs. Anyway, so what do I got to do to, to get you in the door?"
95,amy,"Well, for starters, you might want to rethink some of this artwork. I mean, this woman’s actually on a leash like a dog."
95,other,"Well, you don’t know the backstory. Maybe she kept jumping up on the couch."
95,raj,I feel cool. Like Puss in Boots.
95,leonard,I always wanted to be a swashbuckler when I was a kid.
95,sheldon,"Technically, swashbuckler is a combination of two terms. Swash referring to the sound of the sword. Swash. And then buckler meaning a small shield, which you don’t have."
95,raj,We can still be swashers.
95,howard,"Well said, Puss."
95,other,"Gentlemen, welcome to the fencing cwub. Before we start, I just want to warn you, fencing isn’t a joke. I hope you’re not here because you think it’s going to be wike Star Wars."
95,leonard,That’s not why we’re here.
95,raj,"Yeah, I’m here because I think it’s gonna be like Game of Thrones."
95,howard,And maybe a little Princess Bride.
95,raj,"Ooh, ooh, I forgot about Princess Bride. That’s my answer."
95,other,"Well, sowwy to disappoint you, but fencing is a sewious spowt. If you’re not wiwwing to put in the effowt, you might as well just weave now."
95,sheldon,We’re not afraid of physical activity.
95,howard,Yeah. I already ran 18 miles today.
95,other,Awwight. Let’s begin with some fundamentals. This is the en garde position. Feet are in an L. Heels in a stwaight wine. Elbow is about a fist from the wib cage. Notice my dominant weg faces fowward.
95,sheldon,"Oh, dear."
95,other,"What’s wong, Cooper?"
95,sheldon,"Well, I’m not sure I have a dominant leg. They’re both pretty submissive."
95,howard,"When you’re in a public restroom, which foot do you flush the toilet with?"
95,sheldon,Right. Always right.
95,howard,He’s a righty.
95,other,"Okay, show me en garde. Good. Knees bent, swightwy over the toe. Non-sword hand up for bawance."
95,howard,"Oh, God, I am going to feel this tomorrow."
95,other,"The first move is called an advance. You move your fwont foot fowward, heel to toe. Back foot fowwows. So fwont foot fowward, heel to toe. Back foot fowwows. Now you twy. Advance. And advance. And advance."
95,leonard,This is easy. I didn’t need to wear a cup.
95,other,"Good. The next move is called a wetweat. Step back. Back foot first, toe to heel. Fwont foot fowwows. On thwee."
95,sheldon,"Excuse me, Barry?"
95,other,Yes.
95,sheldon,When can I stab one of my friends?
95,other,"In fencing, we don’t call it a stab. We call it a touch."
95,sheldon,"Uh, yes, I’m aware. But if I say I want to touch one of my friends, I’ll get called into Human Resources."
95,other,"Okay, on thwee, Cooper and Koothwappawi advance, the other two wetweat. One, two, thwee. Vewy good. Switch it up. One, two, thwee. Switch again. One, two, thwee.  Excuse me. Can I call you back? No, I’m teaching a cwass. Sure. Sure. An hour, tops. Yeah. Okay. Okay. Yeah. Okay. Thanks. And one, two, thwee."
95,amy,Have you thought about advertising directly to females?
95,other,"Hmm, okay. Well, alright, what if I put up a sign in the window that said women, come in. Don’t be afraid."
95,penny,"Hey, have you read the online reviews for this place?"
95,other,"Eh, the Internet’s so negative. I try to avoid it."
95,penny,"All right, well, Heather H says, the owner stared at me the whole time and didn’t blink once. Kelly M says, the creepy guy who runs it asked me out, then called himself stupid before I could say no. Jessica K says, I told the weird owner that I liked his shirt. He took it off and gave it to me."
95,other,See? Negative.
95,other,"With your foil extended, kick your fwont weg up and push off with your back weg. Now you twy. And again. And again."
95,raj,Look at us. We’re like the Rockettes.
95,sheldon,"En garde, Leonard. Prepare yourself for a rigorous touching."
95,howard,My name is Inigo Montoya. You killed my father. Prepare to die.
95,raj,My name is Inigo Montoya. You killed my father. Prepare to die.
95,howard,I thought you were Puss in Boots.
95,raj,"Oh, yeah, right. Sorry. My name is Puss in Boots. You killed my father. Prepare to die."
95,sheldon,I’m looking forward to him teaching us glove-slapping.
95,leonard,What?
95,sheldon,"You know, when my honour is insulted, and I need to challenge someone to a duel by slapping them across the face with my glove."
95,leonard,When was your honour insulted?
95,sheldon,My last physical.
95,leonard,"Again, that doctor didn’t insult your honour. Just checked your prostate."
95,raj,My name is Little Orphan Annie. You killed my father. Prepare to die.
95,howard,My name is Darth Vader. I am your father. Prepare to die.
95,sheldon,"Ah, this is fun."
95,leonard,"Well, good. It’s nice to see your mind off Amy."
95,other,What’s going on with Amy?
95,sheldon,"Not that it’s any of your business, but she broke up with me."
95,other,Weawwy? Good to know.
95,sheldon,Good to know? What’s that supposed to mean?
95,leonard,"Oh. I hate to say it, but it sounds like he’s interested in her."
95,sheldon,"Well, that’s unacceptable."
95,leonard,"Oh, buddy, I get that you don’t like it, but it’s not really up to you."
95,sheldon,"Yeah, but he’s dumb, and his face is dumb."
95,leonard,"Look, even if it’s not him, Amy’s probably going to date someone at some point."
95,sheldon,You really think so?
95,leonard,Of course. She deserves to be happy.
95,sheldon,How dare you.
95,leonard,"Listen, I should warn you that maybe asking Amy out isn’t a good idea."
95,sheldon,"Barry, a word?"
95,leonard,And now the crazy version of what I just said.
95,sheldon,"If you intend to pursue Amy, you leave me with no choice but to put a stop to it."
95,other,And how are you gonna do that?
95,sheldon,By challenging you to a duel.
95,other,You’ve had one wesson. I’ll destwoy you.
95,sheldon,"That is why the duel will take place at high noon, three years from today. If you’re worth your salt as an instructor, I should be ready by then. Yeah, and be warned. I’m going to touch you all over."
95,leonard,"Wow. That, that was crazier than I thought."
95,other,"All right, I’m not saying it’s true, but let’s, let’s consider for a moment that possibly I’m the problem."
95,penny,Yeah.
95,bernadette,You are.
95,amy,You can say it.
95,other,"Okay, fine. What, I mean, what can I do? I get so nervous around women."
95,penny,"Well, you’re talking to us now. I mean, you don’t seem nervous."
95,other,"Well, that’s ’cause I’m doing that trick where you imagine the audience is naked. By the way, thumbs up, ladies."
95,amy,Do you not hear how creepy that sounds?
95,other,It was a joke.
95,bernadette,Was it?
95,other,"No, I’m still doing it."
95,penny,"Okay. Don’t be offended, but, what went wrong with you?"
95,other,"I, I guess I assumed at this point in my life, I would be married or in a relationship, or even have a pet that didn’t run away or kill itself."
95,bernadette,That really happened?
95,other,"I mean, I can’t say for sure, but I swear that rabbit looked me right in the eye before it hopped in front of that car. Anyway, the longer I’m alone, the more desperate I get."
95,amy,"Stuart, believe it or not, I understand. You know, before I met Sheldon, I was alone for a really long time. I was so desperate for people to like me, when I met these guys, it took everything in my power to hide my insecurity."
95,other,"Okay, we’re all feeling it. Yes, I’ll go out with you."
95,amy,"Suddenly, the rabbit thing makes sense."
95,leonard,"I’m surprised you wanted to go to a sports bar, Sheldon."
95,sheldon,"Look at this blister. Like it or not, we’re athletes now. Besides, a bar is where I belong. I’m having female problems."
95,leonard,"If you’re cranky and retaining water, I have a theory."
95,howard,"Sheldon, instead of focusing on Amy dating other guys, maybe you should start thinking about dating another girl."
95,sheldon,That’s ridiculous.
95,raj,"Why? You never thought you’d end up in a relationship, and then you met Amy. Maybe there’s someone else out there for you."
95,sheldon,"True, but Penny’s married, and so is Bernadette. And your girlfriend has red hair and white skin, which really rubs up against my clown phobia."
95,leonard,Maybe you should consider women who aren’t in serious relationships with your closest friends?
95,sheldon,"There’s that prostate doctor, but I’m still mad at her. Oh, there’s a woman. I’ll make her my girlfriend."
95,raj,"Whoa, whoa. Walking up to a strange woman in a bar usually doesn’t work."
95,sheldon,You’re forgetting something. Ladies love jocks.
95,raj,How many sips of that beer did he have?
95,leonard,Three.
95,howard,"Oh, boy."
95,sheldon,"Excuse me. I’m recovering from a recent breakup, and I’m told asking out another woman might make me feel better. And as Ash Ketchum said to Pikachu, I choose you."
95,other,What?
95,sheldon,It’s a Pokémon reference.
95,other,I don’t know what that means.
95,sheldon,"Well, we gave it a shot. How about you?"
95,other,"I’m married, and I’m her grandmother."
95,sheldon,"Ah, what might have been. And you, give my regards to Barnum and Bailey."
95,bernadette,Stuart took that rejection like a pro.
95,penny,"Well, he knew he was on the breast cam."
95,amy,I don’t have much experience turning men down. It wasn’t so much fun.
95,bernadette,"Oh, you get used to it. Some guys you have to turn down over and over."
95,penny,And sometimes we marry them anyway.
95,amy,"Huh. Well, this is weird."
95,penny,What?
95,amy,Barry Kripke just asked me out.
95,bernadette,"Oh. Look at you, two guys in one day."
95,penny,I told you things would change if you plucked your eyebrows.
95,bernadette,What did he say?
95,amy,"Hi, how are you? I was wondering if you’d like to get a drink after work sometime."
95,penny,"Well, what are you gonna do?"
95,amy,"I don’t know. I guess I assumed that I would eventually date other people, but this is happening so fast."
95,bernadette,What can it hurt?
95,amy,"Well, I was hoping the next person I dated would be a little less like Sheldon."
95,bernadette,"You mean, not a scientist?"
95,penny,I think she means not a weirdo.
95,bernadette,Are you attracted to him?
95,amy,I don’t know.
95,penny,"All right, well, what happens if you imagine him naked?"
95,amy,"Oh, I don’t have to imagine it."
95,sheldon,I smell funny. I taste salty.
95,leonard,You’re just sweaty from exercise.
95,sheldon,And kind of delicious. I wonder how many licks it would take to get to the centre of me.
95,leonard,I know it only takes one doctor’s finger.
95,amy,Hello.
95,sheldon,Hello.
95,leonard,We should let you guys talk.
95,bernadette,Yeah.
95,sheldon,You don’t have to leave.
95,leonard,Look at me go.
95,amy,"Uh, Bernadette, you’re my ride."
95,bernadette,Walk.
95,amy,How have you been?
95,sheldon,I’m doing all right. I tried fencing today.
95,amy,How’d that go?
95,sheldon,It was pretty easy. And I think my background in mathletics helped. Barry Kripke was there. I should let you know that he expressed interest in asking you out.
95,amy,"Well, actually, he, he already did."
95,sheldon,"Okay. But don’t get too attached to him. in two years, 364 days, he’s a dead man."
95,amy,I said no.
95,sheldon,"Interesting. I asked two women out today, and they both said no."
95,amy,I didn’t know you were interested in dating.
95,sheldon,I’ve been told it’s a good way to move on.
95,amy,"Oh. Okay. Anyway, um, it’s nice to see you. You look good."
95,sheldon,Thanks. And I taste good too.
95,bernadette,Howie?
95,howard,What’s up?
95,bernadette,Why does your Fitbit say you ran 174 miles yesterday?
96,sheldon,"Leonard, I’ve got terrible news."
96,leonard,What’s going on?
96,sheldon,"Before I tell you, perhaps I should soften the blow. You’re face is pleasingly symmetrical."
96,leonard,Just tell me.
96,sheldon,A Swedish team of physicists is trying to scoop our super-fluid vortex experiment.
96,leonard,"Oh, well, that kind of stinks."
96,sheldon,That kind of stinks? Why aren’t you more upset? Did I soften the blow too much? Because this here is more like a Picasso painting.
96,leonard,What are we going to do?
96,sheldon,Perform the experiment immediately.
96,leonard,"I’d love to, but we need liquid helium and our shipment’s on back order for a month."
96,sheldon,A month? What? Are you kidding me? That would have been a good time for you to soften the blow.
96,leonard,That shirt brings out the blue in your eyes.
96,sheldon,Thank you. Aren’t you sweet.
96,leonard,Let’s go check to see if the university has any helium in reserve.
96,sheldon,Did you know that I almost didn’t wear this shirt today?
96,leonard,"Hey, Barry, we’re in trouble. We need liquid helium, does the department have any we can use?"
96,other,"Sowwy, there’s a showtage. And what we do have I need for my quantum excitation study."
96,sheldon,But you won’t need much for that.
96,other,"Twue, but if it’s successful, I’m having a pawty with bawwoons."
96,leonard,"Come on, Barry, there’s a Swedish team trying to run our experiment before us. Can’t you spare any?"
96,other,"Be honest, if the shoe was on the other foot, would you do this for me?"
96,leonard,Yes.
96,sheldon,Not a chance.
96,leonard,What are you doing?
96,sheldon,"He said be honest, so I was honest. Didn’t your mother tell you? It’s the best policy. So, what do you say?"
96,other,Hell no.
96,sheldon,He could’ve softened the blow.
96,raj,Why do you need Kripke? Can’t you just go to Party City for helium?
96,leonard,We’d have to go to every Party City in California.
96,howard,Sounds like you on Cinco de Mayo.
96,raj,"Hey, people were still talking about that party on siete de Mayo."
96,sheldon,"Leonard, if that Swedish team beats us, I will never be able to enjoy anything from their country again. Which is a shame, because Swedish meatballs are my favourite toothpick-delivered meatball."
96,howard,"If you need liquid helium so bad, I know a guy who can get you some, if you don’t ask too many questions."
96,leonard,Who is he?
96,sheldon,Where does he work?
96,leonard,How does he get the helium?
96,sheldon,How many questions are too many questions?
96,howard,Maybe he’s not for you.
96,sheldon,Four questions. There answer’s four.
96,bernadette,"Hey, you know who went out on a date the other night? Stuart."
96,penny,"Oh, good for him."
96,bernadette,"I thought so, too."
96,penny,"So is she, like, homeless, or framing him for a crime?"
96,bernadette,He’s using some kind of dating app on his phone.
96,penny,"Oh, which one? Maybe we can get Amy to try it."
96,bernadette,"I don’t know. Stuart, can you come in here? He tried to explain it to me. It shows you pictures of people nearby, you swipe them around, it looks kind of like a game."
96,penny,"Oh, and if you lose the game, you have to go out with Stuart."
96,other,What’s up?
96,bernadette,Can you show us that dating app?
96,other,"Oh, yeah, sure. This thing has changed my life."
96,penny,Wow. So how many girls have you met?
96,other,Two. I probably don’t need to mention there’s an entire number between that and zero.
96,penny,"Well, so how does it work?"
96,other,"Uh, well, it, it shows me all the single women in a five-mile radius who are using the app. If I like the way they look I hit thumbs up, if I don’t, thumbs down."
96,bernadette,"Oh, what would make you give a girl a thumbs down?"
96,other,First time it happens I will let you know.
96,leonard,"Oh, hey. I just heard back from the liquid helium guy."
96,sheldon,What’s he say?
96,leonard,He’s got what we need and can meet us tonight.
96,sheldon,30pm to pick up Cracklin’ Oat Bran for the morning and what did I see?
96,leonard,The man restocking the cereal shelves.
96,sheldon,That’s right. And what did he do?
96,leonard,He handed you the box directly and called you Stretch.
96,sheldon,It’s like it was yesterday.
96,leonard,Do you want liquid helium or not?
96,sheldon,Of course I do. I don’t want that Swedish team scooping us.
96,leonard,Then I’m going to tell him we’re in.
96,sheldon,"Leonard, wait. This is highly unethical."
96,leonard,"We’re just bending the rules a little. We have grant money to do the experiment, so we’re going to spend it on the helium we need. It’s not like when Dr. Goldfarb claimed he bought an electron microscope and he was really just keeping a Russian girl in an apartment in Van Nuys."
96,sheldon,Was she helping him with his research?
96,leonard,"Sure. So, are we doing this?"
96,sheldon,"Well, but where does he get the helium?"
96,leonard,Remember? Don’t ask too many questions?
96,sheldon,"Uh, but this is violating university code."
96,leonard,"A little, but if I may quote Einstein, the pursuit of science calls us to ignore the rules set by man."
96,sheldon,"Huh. All right, do it. Tell him we’re in."
96,leonard,Done.
96,sheldon,I can’t find that quote on the Internet. Did you make that up?
96,leonard,"Before I answer, may I just say your skin has never looked better."
96,sheldon,Aren’t you just made of sugar.
96,amy,I’m not sure how I feel about this.
96,penny,"Oh, come on, just let him put the app on your phone."
96,bernadette,"Yeah, Stuart got two dates with it."
96,other,"One of which would’ve ended in sex had she not said no. Okay, all set."
96,penny,"Okay, let me see. Nope, nope, nope, oh, he’s cute."
96,bernadette,Doesn’t a teardrop tattoo mean he murdered someone?
96,penny,And he’s sad about it.
96,howard,Hey.
96,raj,Hello.
96,penny,Hey.
96,bernadette,"Hey, I thought you were gonna be out late?"
96,howard,"If you wanted me to stay out later, you should’ve given me more spending money."
96,raj,What are you guys up to?
96,bernadette,"We put Amy on a dating app, and we’re seeing what’s out there."
96,raj,"Oh, fun. Let me see. Uh, no, no, uh, definitely not."
96,howard,What was wrong with that guy?
96,raj,"Uh, he’s Indian. We’ve already got one of those. Ooh, we should find a nice Latino, really round us out."
96,howard,"Hey, I want to try."
96,amy,"Uh, excuse me, can I have my phone back?"
96,howard,"Hang on, I’m trying to find you the next great love of your life. The man who will father your children. Okay, yes or no on white guy with dreadlocks?"
96,leonard,That must be him.
96,sheldon,"Oh, of course. An nondescript, white panel van. You may be familiar with it from the sentence, their bodies were found in a nondescript, white panel van."
96,leonard,Hey.
96,other,What’s up?
96,leonard,"Uh, I’m Leonard. This is my friend…"
96,sheldon,I’m Skippy. Skippy Cavanaugh.
96,other,Great. You got the cash?
96,leonard,"Uh, yeah, uh, right here."
96,sheldon,"Wait, hold on, hold on. How do we know that you’re not gonna take the money and drive away?"
96,leonard,"What ya doing, Skippy?"
96,sheldon,Exactly what 1970s television crime dramas have taught us. You give us the helium first.
96,other,"Oh, how do I know you’re not gonna drive away without paying me?"
96,sheldon,Guess I’m not the only one who watches ’70s television crime dramas.
96,leonard,"Look, you can trust us. We’re respected scientists."
96,sheldon,"Well, he is. I’m a wedding planner who can’t find love himself. It’s ironic, but the point is we can’t trust you. You’re a sketchy character in a parking garage."
96,other,"Yeah, well, from my perspective, that’s how you two appear to me."
96,sheldon,"Well, I never thought of it like that. Boy, frame of reference will just sneak up on you, won’t it?"
96,leonard,My friend does make a decent point about the money. I don’t feel comfortable just handing it over up front.
96,other,"Ah, no money, no helium. Seems we’re at a, uh, stalemate."
96,sheldon,"Not technically. In chess, a stalemate refers to a situation in which there are no remaining moves. Uh, you have plenty of moves available. You could beat us up and steal the money. You could kill us, you know. Really, you’re only limited by your imagination."
96,other,"Huh. All these years I’ve been using stalemate, when I really mean impasse. I feel foolish."
96,leonard,I don’t think it matters if this is a stalemate or an impasse or a Mexican standoff. What are we gonna do here?
96,other,"Oh, whoa, whoa, how can it bea Mexican standoff? Everybody knows you need three sides for that."
96,sheldon,"Not necessarily. Uh, many argue the essence of a Mexican standoff is that no one can walk away from the conflict without incurring harm."
96,other,"Hmm, I don’t follow."
96,sheldon,"Let me give you an example. Earlier today, I decoded the headers on your e-mail, and I know that your name is Kenneth Fitzgerald. From that, I figured out where you live and where you work. Now, to make this a Mexican standoff, I would say something like, uh, you give us the helium or I’ll turn you in to the authorities."
96,other,Is that a threat?
96,sheldon,"Yeah, exactly. See, you’re getting it."
96,other,"Yeah, well, I know where you work, all right? And if you mess with me, I’ll report you, then I’ll pound your asses into the ground."
96,sheldon,Perfect. Now we really are in a Mexican standoff. Is this one of those times where I’ve won the battle but lost the war?
96,leonard,"Afraid so, Skippy."
96,sheldon,I told you we shouldn’t go shopping at night.
96,leonard,"All right, let’s all just calm down. Nobody wants to report anybody."
96,other,"No, I don’t like this. I’m out."
96,leonard,"No, no, no. Wait, don’t go. Just let me explain. We’re physicists, and we’re trying to prove a hypothesis that we’ve been working on for over a year."
96,other,Really? What’s the hypothesis?
96,sheldon,Space-time can be interpreted as the surface of an n-dimensional superfluid.
96,other,"Hmm. Could be, could be. Go on."
96,leonard,"Okay, but now there’s this Swedish team that read our paper and they’re trying to beat us to our own discovery. We really need this helium."
96,sheldon,"And I’m sorry I lied about being a wedding planner who can’t find love. Although I am currently single, if you know anybody."
96,leonard,Here’s the money. Can we do this?
96,other,Okay. It’s a shame about those scientists ripping you off. I expected a higher ethical standard from our friends in Sweden.
96,leonard,It’s actually pretty common in our field. There’s not much you can do about it.
96,other,"Well, for the right amount of money, if you know where they live, there’s, uh, plenty we could do about it."
96,sheldon,"Did you hear that, Leonard? There’s plenty we could do about it. Do you have a card?"
96,penny,"Okay, here we go. Now everyone can see. All right. Where do we stand on cross-eyed Mike?"
96,raj,You know he won’t be looking at other girls.
96,howard,Unless they’re sitting on the end of his nose.
96,penny,"Okay, okay, okay. Thumbs down. Next."
96,bernadette,"Ew, check out his tiny teeth. He looks like a man-dolphin."
96,penny,"Well if he’s good in bed, she can throw him a fish."
96,howard,"I love you, Amy. "
96,amy,"Okay, I’m starting to feel guilty. Aren’t we being a little mean?"
96,raj,That’s a fair point. We wouldn’t make fun of someone like this to their face.
96,penny,"Look, it’s Stuart."
96,raj,You may want to leave the room.
96,sheldon,"Right this way, Uncle Harvey."
96,leonard,Will you stop with that already?
96,sheldon,I’m trying not to attract attention.
96,leonard,And tipping his hat to the cleaning lady didn’t do that?
96,sheldon,She said buenas noches. What was he supposed to do?
96,leonard,Let’s just start the experiment.
96,sheldon,"Leonard, we should probably have our story straight in case we get caught."
96,leonard,We’re not getting caught.
96,sheldon,"Well, you can’t be sure of that. What if the helium dealer rats us out? What if Kripke asks where we got it? What if the university checks my family tree and finds out I don’t have an Uncle Harvey?"
96,leonard,"The dealer doesn’t care, Kripke has no authority over us, and you being related to a metal container would explain a lot. Help me hook this up."
96,sheldon,Uh-oh.
96,leonard,What?
96,sheldon,"Well, did you see this sticker?"
96,leonard,What is it?
96,sheldon,"It’s partially torn off, but the segment that remains reads property of and the letter U."
96,leonard,It’s probably USC or UCLA.
96,sheldon,"Yeah, but what if it’s Property of U.S. Government? There’s a national helium reserve in Amarillo, Texas. If this was stolen from there, we’re accessories to a federal crime."
96,leonard,Let’s not jump to conclusions. A lot of things start with U.
96,sheldon,"That’s true. There’s the U.S. Air Force, U.S. Department of Defence, U.S. Navy, you and I are going to jail."
96,leonard,"Listen, we can do the experiment as planned and beat the Swedish team to the punch, or we can kiss our dreams good-bye because we were to afraid to break a few rules."
96,leonard,Ma’am.
96,penny,"Okay, does everyone remember the rules? If he’s shirtless, one sip. Posing with a pet, two sips. Pet and shirtless, chug like it’s your job. And pull."
96,raj,I have that same underwear.
96,penny,Chug.
96,penny,"Amy, you’re getting a text."
96,amy,"Oh, um, give me that."
96,raj,I had a great time last night.
96,amy,"No, no, stop reading that."
96,howard,Who’s Dave?
96,penny,You went on a date last night? Are you seeing someone?
96,amy,"No, it, it’s not like that."
96,bernadette,And I’d love to take you out again”?
96,other,"Amy/What?/Can’t believe it/Oh, my God."
96,amy,"Okay, it’s like that."
96,leonard,Thank you for coming back.
96,other,"Yeah, well, normally I wouldn’t, but my daughter’s having a sleepover, and there’s only so much screaming and Katy Perry a man can take."
96,sheldon,"Anyway, if you could just give us our money back, you can have your helium and we’ll be on our way."
96,other,"Yeah, well, is there something wrong with it?"
96,leonard,"No, nothing. We just changed our mind."
96,sheldon,"He has glasses and I’m a know-it-all, we are not built for prison."
96,other,"Yeah, I hear you. Well, you’re good guys, so I’ll, uh, I’ll take the helium off your hands."
96,leonard,Thank you.
96,other,But you ain’t getting your money back.
96,sheldon,You’re taking advantage of us? We clarified nomenclature together.
96,other,"Look, I enjoy semantic digressions as much as the next guy, but, uh, this is business."
96,leonard,You know what? It’s fine. Keep the money. We just want to be done with this.
96,other,"No problem, but I am gonna have to charge you a small helium restocking fee."
96,sheldon,I don’t understand.
96,leonard,He wants more money.
96,sheldon,"Well, it better not be more than a thousand dollars. That’s all I’ve got on me."
96,other,That’s exactly how much it is.
