episodes,speakers,dialogue
086,other,  Can I just have the candy?
086,rachel, Yeah. Sure. 
086,phoebe," Ah, Catwoman. So we meet again."
086,monica, So we do Supergirl.
086,phoebe," No, it's me. Phoebe!"
086,chandler,"  Monica! Can I talk to you for a second? Listen, I appreciate you getting me the costume"
086,rachel,"  Oh, you did this to him?"
086,monica, What?! I thought he'd love it! His favorite kid's book was the Velveteen Rabbit!
086,chandler, The Velveteen Rabbit was brown and white!
086,monica," Well, it was either a pink bunny or no bunny at all."
086,chandler, No bunny at all!! Always no bunny at all!!!
086,joey,  Hey!
086,monica, You didn't dress up either?!
086,joey," Yes I did! I'm Chandler.  Dude, what happened?"
086,chandler, How is that me?
086,joey, Okay. I'm Chandler 
086,phoebe,  That is so you!
086,chandler, When have I ever done that?!
086,joey, When have I ever done that?! 
086,other, Trick or treat!
086,rachel, Oh!  Well you're just the prettiest ballerina I've ever seen.
086,other, Thank you. 
086,rachel, Oh wow! That deserves another piece of candy.
086,other, Thank you. 
086,rachel," Well, I have to say that earns tutu pieces of candy."
086,other, I love you! 
086,rachel," Ohh Oh, honey here. Take it all.  Monica! We need more candy?"
086,monica, What?! There's only been like four kids.
086,rachel," Yeah I know, but one of them just said that she loved me so I just gave her everything."
086,phoebe, No wonder your pregnant.
086,ross, 
086,rachel, Hey.
086,monica, What are you supposed to be?
086,ross," Remember the Russian satellite, Sputnik?  So Sputnik, becomes"
086,chandler, Wow! I don't have the worst costume anymore!
086,joey,"  Hey all right, Ross came as doody."
086,ross," No, I-I'm not doody."
086,monica," No, space doody!"
086,other, Aren't you gonna give me a kiss?
086,phoebe," Okay, I will. But right after you tell me who the hell you are."
086,other, Ursula?
086,phoebe, Ursula's fiancée?
086,other," Oh my God, you're the sister!"
086,phoebe, Yeah.
086,other," Okay, I just slapped my future sister-in-law's ass."
086,phoebe, Yeah.
086,other," I'm an idiot. Uh, is your mother here? Maybe I can give her a little slap on the butt."
086,phoebe, My mother killed herself.
086,other," She, now I knew that and now I'm sweating. Look at me, I'm really sweatingNow I'm saying, """"Look at me,"""" I'm getting even sweatier. I think I probably should go."""
086,phoebe," No-no! That's okay, we'll just start over. Okay? Hi! I'm Phoebe."
086,other, Eric. 
086,phoebe, Why are you looking at me like that?
086,other, Cause the sweat's getting in my eyes and its burning.
086,phoebe," Okay.  So, what are you?"
086,other, I don't think they have a name for it. It's just I get nervous; I start sweating like crazy.
086,phoebe,  No I-I meant your costume.
086,other," Oh umm, I'm the solar system.  Yeah, my students helped me make itI teach the second grade."
086,phoebe, I love the second grade!
086,other, Really?
086,phoebe, Yeah! It's so much better than first grade when you don't know what's going on and definitely better than third grade. Y'know with all the politics and mind games.
086,other, So what do you do?
086,phoebe," Umm, I'm a masseuse by day. "
086,other," Y'know you don't have to stand here with me, believe me"
086,phoebe, No I'm having fun. I'm reallyAnd I'm really-really excited for you and Ursula.
086,other," Oh I feel very lucky, she's great. I think she's the most beautiful woman I've ever seen."
086,phoebe, Thank you.
086,monica, Hey Joey?
086,joey, Yeah.
086,monica, You read comic books right?
086,joey, Exclusively.
086,monica," Who do you think would win in a fight, Catwoman or Supergirl?"
086,joey," Catwoman, hands down."
086,monica, Yeah
086,joey," But between you and Phoebe, I'd have to give the edge to Phoebe."
086,monica, What?! Really?!
086,joey," Are you kiddin'? Phoebe lived on the street. Okay? Plus, she's got this crazy temper. SheShe's not standing right behind me is she?"
086,monica," No you're fine.  All right well, do you think I could take Rachel?"
086,joey, I'm not sure.
086,monica, What?! Come on I am tough! Punch me right here!  As hard as you can!
086,joey, Will you relax?! What are you taking this so seriously for? It doesn't matter.
086,monica," Oh really? Okay? Well what would you say if I told you that, y'know, Ross or Chandler could beat you up?"
086,joey," I would say, """"Woman, please!"""""""
086,phoebe,"  Hey. Ursula's fiancée is really sweet! He's a teacher, he does all this volunteer work. Y'know normally y'know, I don't like really sweaty guys. But this one? I could just mop him up!"
086,monica," Oh my God, Phoebe!"
086,phoebe, What?
086,monica, You're getting a crush on your sister's fiancée.
086,phoebe, No I'm not! You are!
086,joey,  Here comes the temper.
086,other, Trick or treat!
086,rachel," Hi! Y'know what honey, we're actually out of candy right now. But someone just went out to get some and I have been giving out money but I'm out of that too. Hey, can I write you a check?"
086,other, Okay!
086,rachel," Okay, what's your name?"
086,other, Lelani Mayolanofavich.
086,rachel," Okay, I'm just gonna write this out to cash."
086,other,  Hi!
086,rachel, Hey Mona!
086,chandler, Oh! Hi!
086,other, Hi!
086,chandler, Joey's gonna be thrilled! He was hoping you'd come by as a slutty nurse.
086,other," Umm, actually I'm just a nurse."
086,chandler," You'd think that would embarrass me, but you see I'm maxed out."
086,ross, Hey!
086,other, Hi!
086,ross, You made it!
086,other," Wait-wait! You're umm, you're a potato"
086,ross," Well, I'm a spud"
086,other, And the antennae Oh my God you're Spudnik!
086,ross, Yes!
086,chandler,  Marry her.
086,joey," Okay, here's a good one for ya. Who do think would win in a fight between Ross and Chandler."
086,monica, I can't answer that! Chandler's my husband.
086,joey, So Ross?
086,monica, Yeah.
086,other, Hey beautiful.
086,phoebe, Hello handsome.  Oh look at you two. So when did you guys meet?
086,other, Two weeks ago.
086,phoebe, Two weeks? That's it?
086,other," Yeah, I know it sounds crazy, and it's not like me to do something so impulsive, but she's just so perfect, and we have so much in common."
086,phoebe, Oh really?
086,other, We're both teachers.
086,phoebe, Huh? 
086,other, And we were both in the Peace Corps.
086,phoebe," Peace Corps, really? """
086,other," In fact when we were building houses in Uruguay, we were, we were just two towns apart and we never met."
086,other," Yeah. It wasn't a town when I got there, but it was a town when I left.  Shall we get me really drunk?"
086,other, Sure.
086,chandler, Howdy doody.
086,ross, That's funny. Yeah. Y'know you're the funniest man here in a pink bunny costume his wife made him wear.
086,chandler," Oh relax man, relax. You're looking a little flushed."
086,joey,"  Hey-hey-hey, I think we might find out the answer to our question."
086,chandler, What question?
086,joey," Monica and I were talking about who could kick whose ass in a fight, you or Ross?"
086,chandler, There's no question.
086,joey, So you think Ross too?
086,chandler,  You picked Ross?!
086,monica," Ross is really strong! Okay, he's the strongest out of all three of you!  Except for Joey."
086,chandler, I cannot believe you didn't pick me.
086,ross," Uh, in her defense, she's right. I am stronger. I would destroy you."
086,chandler, Oh really?! You think you're stronger? Why don't you prove it? 
086,ross, Oh I'll prove it! I'll prove it like a theorem!! 
086,monica," Wait-wait!! Okay, stop it! Stop it! Stop!  Now listen, no one's gonna fight in this apartment."
086,joey," Hey Monica!  People came to see a fight, let's give em what they came for!"
086,other," Hey, you guys could arm wrestle."
086,joey, Yeah. Listen to the slutty nurse.
086,chandler,  You're going down.
086,ross, Oh yeah? You're going further down! Downtown!
086,joey," Seriously guys, the trash talk is embarrassing. Commercial Break"
086,rachel, Oh Gunther! You brought candy! Thank you so much for picking this up! You are so sweet.
086,other, Really?
086,rachel," Honey, someday you are gonna make some man the luckiest guy in the world."
086,other, Trick or treat!
086,rachel, Gotta go!  Hi! Wow! There you go!
086,other, My friend Lewis told me you were giving out money.
086,rachel," Oh yeah, we were but umm, now we've got candy."
086,other, I'd rather have the money.
086,rachel," Well, that-that's not your choice. Happy Halloween!"
086,other, This isn't fair.
086,rachel, Well is it fair that all you did was put on a cape and I gotta give you free stuff?
086,other, Shut up!
086,rachel, You shut up!
086,other, You can't tell me to shut up!
086,rachel," Uh, I think I just did. And uh-oh, here it comes again. Shut up!"
086,joey, Rach?
086,rachel,"  Now wait a minute, I've got one more thing I have to say to you oh right! Shut up!"
086,other, You're a mean old woman. 
086,rachel, No! Wait no! Shut upI mean don't cry! Let me get my checkbook! 
086,monica,"  Look honey, you don't have to do this, okay? It's the strength you have inside that means the most to me. You're loyal, you're honest, and you have integrity! That's the kind of strength that I want in the man that I love!"
086,chandler, That means nothing to me.  Come on!
086,phoebe, Hi liar!
086,other, Hey!
086,phoebe, Y'know the only reason he's marrying you is because he thinks all the things you were saying about yourself were true.
086,other, Well they could be true.
086,phoebe, But they're not!
086,other," Yeah, it's a fine line huh?"
086,phoebe, Why are you lying to him?
086,other," I don't know. He said he did all this stuff and then I said I did it too and he got so excited, it was really fun."
086,other,  Honey?
086,other,"  It's a filthy, disgusting habit and I want you to quit now!"
086,other, She's helped so many people to quit smoking.
086,other," Y'know, we'd really better get going."
086,other," Oh right, you've got a church group meeting tonight."
086,other, Right. 
086,other,"  Well, it was nice meeting you."
086,phoebe, You too. And Ursula?! It was really nice meeting you tonight!!
086,joey,  Oh wait-wait! What does the winner get?
086,ross, Pride.
086,chandler, And dignity.
086,joey,"  Okay, if you say so. All right, ready? Set! Go!"
086,other,  Wow! They're both really strong.
086,joey, Or equally weak.
086,monica,  Oh God!
086,phoebe, Hmm?
086,monica, Chandler's making his sex face.
086,ross,"  So, you gettin' tired?"
086,chandler, Nope! I can do this all day.
086,ross, Yeah? Me too.  Gettin' a little tired though.
086,chandler," God, I'm exhausted."
086,ross," Look this is starting to look really bad for me. Okay? Mona, Mona's standing right over there.  Oh God, she's talking to Joey! You gotta let me win!"
086,chandler, No way! If anything you've gotta let me win! My wife thinks I'm a wimp!
086,ross," Hey, at least you have a wife! I-I keep getting divorces and knockin' people up! And I'm dressed as doody."
086,chandler, You're Spudnik.
086,ross," Come on, who are we kidding? I'm doody. Please? She's watchin'."
086,chandler, Fine.  Oh no! 
086,ross,  Oh yeah!
086,other,  Yay! My hero!
086,joey,  You're a weird lady.
086,other,  Hey. Ursula said she left her purse.
086,phoebe, Oh.
086,other,  What a relief. It has all the numbers of the people in her prayer chain.
086,phoebe," Sure it does. Yeah, yeah."
086,other," Well, I guess I'll see you at the wedding. "
086,phoebe," Umm listen, I don't think I don't think I'm gonna make it to the wedding. So I just want to wish you all the luck in the world."
086,other, I think we'll be okay. Besides it's so perfect and  she's been saving herself for me.
086,phoebe, Okay I can't let you do this! She's lying to you.
086,other, What?
086,phoebe," She is lying! And I bet I can prove it. Excuse me.  Okay. Okay. YeahNot a prayer chain, but what looks like a detailed drawing of a bank floor plan."
086,other, She told me she was 25.
086,phoebe," Oh, I almost don't want to show this.  Just remember I'm a minute younger."
086,other, I am so stupid. Of course she was lying! She's not a teacher. There's not such a thing as the top secret elementary school for the children of spies.
086,phoebe," No. You're not, you're not stupid."
086,other, I'm not smart.  I just wanted so much to be impulsive once. To be romantic.
086,phoebe," That's good, you should be impulsive and you should be romantic. Just you did it with the wrong person.  What?"
086,other," It's just so weird, two people look so much alike, and so different."
086,other,  Eric!! Let's go!!
086,other," I'd better go, deal"
086,phoebe," Yeah, you should. "
086,other, Hurry up I gotta pray!!
086,joey, Hey!
086,rachel," Hey! Well, I had to give the kid fifty bucks to stop crying."
086,joey, That's not so bad.
086,rachel," No, I also had to go to a couple houses with him as his girlfriend. Oh, I am just awful with children!"
086,joey," Come on! You're good with kids. They're just crazy on Halloween. Y'know, they're all greedy and hopped up on sugar!"
086,rachel, Really? You think that's all it is? 
086,joey," Absolutely! Halloween is the worst. Except for Christmas and their birthdays. Kinda get a little crazy during the summer too. And anytime they're hungry or sleepy. Y'know, kids are tough. Good luck with that. "
086,monica," Look, I wanted to tell I'm-I'm sorry you lost."
086,chandler," Listen, I've got a secret for ya. I let him win."
086,monica,  Is that a secret or a lie.
086,chandler," No, I let him winRoss!"
086,ross, Yeah?
086,chandler, Would you tell her I let you win please?
086,ross, Oh. Yeah. 
086,chandler, I am strong! I'll show you! 
086,monica, Chandler please!
086,chandler, Oh what's the matter? Are you scared?
086,monica, Let's go big bunny!
086,chandler, Okay. 1 2 3Go!  I'm gonna kill myself!
087,monica, Hey.
087,chandler, Hey.
087,monica," Oh my God! You cleaned!  Look at these floors! You did the windows! Oh, I have been begging you for months and you did! You cleaned! And nagging works!"
087,chandler," Y'know uh, I didn't actually do this."
087,monica," Oh no, was I cleaning in my sleep again?"
087,chandler," No, it wasn't you."
087,monica, Well then who?
087,chandler, I got a maid. Yay!
087,monica,"  I hope by maid you mean mistress, because if some other woman was here cleaning then"
087,chandler," Uh honey, I know you don't like to relinquish control"
087,monica," Oh, relinquish is just a fancy word for lose!"
087,chandler," Look, she's really nice. Okay? And she mentioned that she adored the way that you arranged the sponges."
087,monica, Did she really say that?
087,chandler," Yes, I distinctly remember cause I thought it was a joke. Now just give her a chance, okay?"
087,monica," Fine, I can do it.  Whew."
087,chandler, What's the matter?
087,monica," Well, usually when I'm this anxious, I clean!"
087,phoebe,  Who's cell phone is that? It's just so annoying; everywhere you go.
087,ross, I think it's coming from your bag.
087,phoebe,  Hello?
087,other," Hi, it's Eric. From the Halloween party, Ursula's fiancée. "
087,phoebe," Oh my God Eric hi! Wait, how'd you get this number?"
087,other," Oh, I have a friend who's a cop and he got it for me."
087,phoebe, Wow! What an incredible violationand wonderful surprise.
087,other," Uh listen, I justI thought you should know I broke up with Ursula."
087,phoebe, Oh you did?  He did it! He did it!
087,rachel, Wow! What did he do?
087,phoebe, Shhh! I'm talking.
087,other," Anyway, I was wondering if, you were the sort of person who eats lunch."
087,phoebe, Are you asking me out? Cause it would be kinda weird since you just broke up with my sister.
087,other, Yeah uh okay. I'm-I'm sorry. Bye.
087,phoebe, No! Wait! I was just saying that so you'd think I was a good person. Fight for me.
087,other," Uhh, I won't take no for an answer."
087,phoebe," Not great, but we can work on it at lunch. Okay, I can be at your apartment in two hours."
087,other, Great! But wh-whHow do you know where I live?
087,phoebe," I've got friends too. Okay, bye."
087,other, Bye.
087,phoebe," Oh my God! I'm going out with Eric! Ooh, this day is really gonna be so much better than I thought it was gonna be. Oh Ross, I can't make lunch."
087,ross, So apparently I'm available for lunch.
087,rachel, I can't. I'm busy. I'm apartment hunting.
087,ross, You're moving?
087,rachel," Yeah, I can't live with Joey once the baby comes. I don't want my child's first words to be,  """"How you doin'?"""""""
087,ross, So does-does Joey know you're moving?
087,rachel," Well, I haven't discussed it with him yet, but I know he's gonna be relieved. Last week, he brought this girl over and I started talking to her about morning sickness and then I showed her pictures from my pregnancy book."
087,ross, That's not really porn.
087,rachel, Not so much.
087,ross," Hey, y'know what and if you're looking for a place? I just heard in the elevator this morning that a woman in my building died."
087,rachel, Oh my God! Was she old? Does she have a view?
087,ross," Well I don't know, but how-how great would that be huh? You living in my building. I could help take care of the baby. I can come over whenever I want.  With your permission."
087,rachel, Yeah that would really be great.
087,ross, Yeah.
087,rachel, Well can we see it?! Oh maybe we shouldn't. I mean if she just died this morning out of respect.
087,ross, Yeah. No. No you're right. 
087,rachel, Shall we?
087,ross, Yeah.
087,other, Yes?
087,ross, Hi. I'm Ross Geller. I live in the building.
087,rachel," And I'm Rachel, an admirer of the building."
087,ross, I-I heard about Mrs. Verhoeven passing away and I'm so sorry for your loss.
087,other, She didn't pass.
087,ross, What?
087,other, My mother's still alive.
087,ross," Oh, thank God!"
087,other," It looked like we were gonna lose her this morning, but she's a tough old bird."
087,rachel, Ahh.
087,other, Are you close with her?
087,ross," Of course! Uh yeah, she and I would talk all the time in-in "
087,other, I'm very honored to meet a friend of my mother.)
087,ross, Y'know I would it's just painful.
087,rachel, So she's really not dead.
087,other," No, she's hanging in there."
087,rachel," Hmm. Do you thinkCould you tell me if she's hanging in, in a one bedroom or a two?"
087,other," Mrs. Bing, this tile cleaner is incredible! Where'd you get it?"
087,monica," Oh well umm, I make it myself! It's two parts ammonia and one part lemon juice. And now the secret ingredient is y'know what? We just met."
087,other," Okay. Uhh, I'm gonna go get the clothes from the laundry room now. And, when I come back I'll clean behind the refrigerator."
087,monica,  I love her.
087,other, I'll be back in a minute.
087,monica, Okay. 
087,chandler, See? I told you.
087,monica, She stole my jeans!
087,chandler,  What?
087,monica, I have been looking for them all week and she is wearing them!
087,chandler, So she stole your pants and then she came back and wore them in front of you?
087,monica, Don't you see? It's the perfect crime!
087,chandler, She must've been planning this for years!
087,monica, I will prove it to you! Okay? About a week ago I was wearing those jeans and I dropped a pen in my lap and it left an ink stain on the crotch. Now when she comes back I will find it and show you that stain!
087,chandler," Honey, isn't it possible that the company that sold the jeans made more than just the one pair?"
087,monica, I guess.
087,chandler," So, shouldn't we go give her the benefit of the doubt before we go snooping around her crotch?"
087,monica, Fine. I'm just glad I didn't give her my secret ingredient.
087,chandler," Out of curiosity, what is your secret ingredient?"
087,monica, Yeah! 
087,phoebe, Hi!
087,other," Come in, I'm so glad you're here."
087,phoebe," Yeah, me too. Not in the shaky angry way you are though."
087,other," Sorry, I just saw Ursula. I had to give the engagement ring back."
087,phoebe, Oh.
087,other," Just seeing her brought it all back. All the lies, the way she used me. I just I got so angry just looking at her"
087,phoebe, Yeah.  Yeah.
087,other, I'm sorry. I just when I look at you I see her. When I see her I get a little bit angry.
087,phoebe, Maybe this is too weird.
087,other, No wait! There's only a problem when I look at you. 
087,phoebe, No don't tear out your eyes!!
087,other," I was just, I was just gonna take out my lenses."
087,phoebe," Oh, yeah try that.  So, is that better?"
087,other," Not really. You you're blurry, but you still look like Ursula. You're Blursula. Okay wait. Maybe If I-if I just don't look at you for a while.  See? It it works. I'm not, I'm not angry at all anymore! This is a great date!"
087,phoebe," Look Eric, turn around.  Look, I like you, but it shouldn't be this hard. Y'know? This is our first date y'know? First dates are supposed to be about excitement and electricity and Ooh, he just touched my hand, did he mean to touch my hand?' and y'know first kisses and"
087,ross," Thanks for the coffee, or bedankt voor de koffie, Gunter. "
087,other, Jij spreekt Nederlands? Dat is te gek. Heb je familie daar?
087,ross," Yeah, we're done."
087,other, Donkey)
087,ross, Ezel? Ezel? Ezel? 
087,joey,"  Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?"
087,ross, Really?!
087,joey,"  No. But I got Knicks tickets for you, me, and Chandler."
087,ross, Sweet!
087,joey," All right, well finish your coffee; let's go."
087,ross, Okay I-I just have to stop by my place first.
087,joey," To tape the game? You do this every time Ross, you're not gonna be on TV!"
087,ross," No-no, I-I have to see if this apartment became available."
087,joey," Oh, you're switching apartments?"
087,ross," It's not for me, it's for Rachel."
087,joey, But Rachel has an apartment.
087,ross," Yeah, but when the baby comes she's gonna want to move."
087,joey, She is?
087,ross," Yeah, you didn't expect her to live there with a baby did you?"
087,joey, I guess I didn't really think about it.
087,ross,  Hey Gunther! You're an ezel!
087,other, You have sex with donkeys.)
087,ross, Damnit!
087,monica, Nice jeans!
087,other, Oh thanks! I like your top.
087,monica, Oh.  You're not gettin' it.
087,other, What happened?!
087,monica," Oh, I fell asleep."
087,other, I was thinking about taking my lunch break.
087,monica," Oh, will you do the top of the cabinets? That'll really work up your appetite for lunch."
087,other, All right.
087,monica, Hello.
087,other, What's going on?!
087,monica," I'm sorry. I've never had a maid before, is this not okay? Commercial Break"
087,rachel, Hey!
087,joey, Hey!
087,rachel, How was the game?
087,joey," Oh, okay. I I ate way too much."
087,rachel, Oh.
087,joey," Ooh.  So umm, I was talkin' to Ross and he said you were looking for a new place."
087,rachel, Oh yeah! Hopefully across the street if certain Dutch people would just let go.
087,joey, I was kinda hoping you'd stay.
087,rachel," Oh but Joey, I have to go. There's no room for a baby here."
087,joey, No room? It's a baby. It's like this big. 
087,rachel," Honey, it's not just a matter of where you put it. I mean a baby changes everything. They cry all the time. I mean imagine bringing home some girl and trying to score when there's a screaming baby around."
087,joey, I could use a challenge! It's getting pretty easy.
087,rachel," Honey, it's so sweet that you want me to stay, but I-I can't do that to you. I mean it would disrupt your entire life."
087,joey, I love living with you so much. I just wish things didn't have to change.
087,rachel, I know.
087,joey, Y'know I blame Ross for this.
087,rachel, I do too a little bit.
087,joey," I'm gonna miss you, you're the hottest roommate I ever had."
087,phoebe," Ooh, oh no! I have to go! I have a massage appointment."
087,other," Oh no, stay here we'll keep doing this. I'll pay you."
087,phoebe," No, I got in trouble for that before. I'll see you later."
087,other, Absolutely.  I love the way you kiss.
087,phoebe, Really? That's the thing I'm worse at! You'll see.
087,chandler,  Hi!
087,monica," Hey! Umm, I think Brenda needs a raise."
087,chandler, How come?
087,monica, Because I put my head between her legs.
087,chandler, To see her pants?
087,monica, They're my pants!
087,chandler, Are you sure? Did you see the stain?
087,monica, No! I was just getting into position and then everything went dark.
087,chandler," God! She is not stealing from us! Okay, will you let this go?"
087,monica, Fine.  She's wearing my bra!
087,chandler, Oh dear God!
087,monica, My pink flowered bra! I recognize the strap!
087,chandler, And yet you don't recognize that you're crazy.
087,monica, Here's the plan! Okay? I'm going to leave you get a look at Brenda's bra!
087,chandler, Here's another plan No!
087,monica, I would do it but she thinks I'm attracted to her!
087,chandler, Why?
087,monica, Did you not hear where my head was? Come on! Come on we're a team! We're in this together!
087,chandler, I fear a jury will see it the same way!
087,monica," Do this for me! Come on, I catch you looking at woman's breasts all the time!"
087,chandler, You see that?
087,monica, Do you see this? 
087,chandler, All right. Yes. Okay. I get your point. But if it's not your bra will you just let the woman clean the apartment?!
087,monica," Yes! Absolutely. Okay? Look, you'll know it's mine because on the right cup, the lacey part, there's a very noticeable rip."
087,chandler, You need new clothes.
087,ross, Hi. How is she?
087,other, It's not looking good.
087,ross, 
087,other, That's so sweet.  Would you like to come in and say good-bye? I'm sure it would mean a lot to her.
087,ross, Oh I don't know that it would.
087,other," Well, her memory is pretty much gone."
087,ross, All right then. 
087,phoebe,  Hey!
087,other, Welcome back!
087,phoebe, Hey!  Can we pick up where we left off?
087,other," I don't know, I'm still pretty tired out from this afternoon."
087,phoebe, Why?
087,other," Uh, the sex."
087,phoebe, What sex?
087,other, Our sex.
087,phoebe, We didn't have sex.
087,other," Well if I didn't have sex with you, I had sex with someone that looked an awful lot like"
087,phoebe,  Ew! Ew! Ew! Ew! Ew! Ew!
087,other,  Oh no! Oh no! Oh no! Oh no! No! No! No!
087,phoebe, You-you you had sex with Ursula?!
087,other," Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and"
087,phoebe, You didn't notice she was wearing different clothes?!
087,other, Well I was just so excited to see you.
087,phoebe, Oh. Ew! Ew! Ew! Ugh! Y'know what? This is too weird.
087,other, No-no it's not! I don't want to lose you! It's-it's like I was saying to Ursula when I was making love to her and I thought she was youYeah it is too weird.
087,phoebe, So I guess this is it.
087,other, Yeah.  Maybe it's for the best. You smell just like her.
087,phoebe," Yeah, so do you."
087,other,  What are you doing?
087,chandler, I'm leaning. This is where I lean.
087,other, Okay. (Goes over and fluffs up the pillows on the couch.
087,chandler, Brenda a bee!
087,other, What?
087,chandler, Yes! It's flown into your blouse and you'd better undo your buttons lest it sting you!
087,other, I think I know what's going on here.
087,chandler, You do?
087,other," Look, I know it must be hard that your wife is a lesbian, but it's wrong. You're married."
087,chandler, I totally understand.  Can I just see your bra?
087,rachel, Hi!
087,monica,  Where did you get those jeans?!
087,rachel, You gave them to me!
087,monica, No I didn't!
087,rachel," All right, I took them. But I figured it would be okay because you got a big ink stain on the crotch."
087,monica, Oh no! Did you take my bra too?!
087,rachel, What bra?
087,monica, The pink one with the flowers?!
087,rachel, You mean the one that you're wearing? 
087,other, 
087,monica, Sounds about right.
087,rachel, What is this?
087,joey," Hey! Uh, this is just to give you an idea. Okay well, we can put screens here, , which until the baby comes we can use as walkie-talkies. Huh?"
087,rachel, You're so sweet. 
087,joey, Ahhhhhhhhhhhh . That-that-that's really just to show where the baby would go. Y'know why don't I hold on to him so that there's no confusion? 
087,rachel," But Joey the baby is going to be crying, it's going to be loud."
087,joey, I'm loud!
087,rachel, It's gonna be up all night!
087,joey, I'm up all night!
087,rachel, It's gonna poop!
087,joey, Hello!
087,rachel, What about all the women you want to bring home?
087,joey," Look, if I'm bringing home a woman who can't stand being around a baby, then maybe I don't want to be with that woman! Or maybe we'll just do it in the bathroom of the club!"
087,rachel," Joey, are you sure?"
087,joey," Yeah! All rightLook, I know sometimes it'll be hard, okay? But, it'll also be really really great. Please Rachel! I-I-I really want you to stay."
087,rachel, I want me to stay too.
087,joey, Ohh!
087,rachel, Thank you.  Oh Joey and look at this crib! It's so cute!
087,joey, I know! I found it on the street.
087,rachel, Are you seriousReally?! It's in such good condition.
087,joey, Yeah.
087,rachel, Wow! Whoa-whoa what's under the covers?
087,joey, I don't know.
087,rachel, It's moving.
087,joey, Ew.
087,rachel, It's stillIt's got a tail! Get it out of here! Get it out of here!!
087,joey, Ooh! Ah! Okay!  Dedicated to the Memory of Pearl Harmon
087,ross," Well, the old lady died. And how do I know? Her dying wish was for one last kiss. But I don't care,  because you got the apartment. Yes!"
087,rachel, Ewww. Yeah. Umm. I think I'm gonna stay here.
087,joey, Isn't that great?
087,ross,  Ezels!!
088,rachel,  Hey Pheebs?
088,phoebe, Huh?
088,rachel," I'm having dinner with my dad tomorrow night, do you wanna come?"
088,phoebe," Sure. Yeah, he's kinda sexy."
088,rachel," Oh no, no, I'll be there too."
088,phoebe," Okay so, we'll just come up with some kind of signal if it's going well you can take off."
088,rachel, No Phoebe! I just need you there for support. I haven't told him I'm pregnant yet.
088,phoebe, Oh. Why not?
088,rachel, Cause I know he's gonna flip out and I hate it when he's angry.
088,phoebe," Oh Rachel, this is all so Papa don't preach.'"
088,rachel, What Phoebe? Wait! One time he caught me smoking he said if he ever saw me doing that again he'd make me eat the entire pack.
088,phoebe," Wow! Oh well, I will be there! "
088,rachel, Thank you.
088,phoebe, Gosh. I'm not gonna let that man make you eat your baby.  Oh. Hey! Who is that guy? I think I know him.
088,monica,  No you don't!
088,rachel,  No you don't.
088,phoebe, Oh my God!!! Monica!! He's the stripper from your bachelorette party!!
088,chandler, Her what?!!
088,phoebe, Your secret bachelorette party
088,chandler, You had a bachelorette party?!
088,phoebe, She untied his G-string with her teeth.  Somebody stop me!
088,chandler," I thought we weren't gonna have bachelor/bachelorette parties! Y'know, we agreed that it was a silly tradition."
088,joey, It's a grand tradition!
088,monica," I'm sorry, they surprised me. There was nothing I could do!"
088,rachel, Well you could've untied it with your hands.
088,joey," This is so unfair! The one thing I wanted to do was throw my best friend a bachelor party, but no, I wasn't allowed to. All I got was a stupid steak dinner!"
088,chandler, You went home with the waitress.
088,joey," Oh yeah, that was a pretty good night."
088,chandler, I can't believe you didn't tell me! You know that the two pillars of marriage are openness and honesty!
088,monica," Ugh, I knew giving you that book was gonna come back and bite me in the ass!"
088,other, How about I order everyone the Moroccan chicken?
088,phoebe," Oh, I-I don't eat meat."
088,other, It's chicken.
088,phoebe," Yeah, I don't eat that either."
088,other," I'll never understand you lesbians.  So baby, tell me what is new with you."
088,rachel, Well actually umm
088,other,  Your '74 Lafite sir.
088,other, '74?! I ordered the '75! That's a magnificent wine! The '74 is sewage! Why would you bring me sewage?!  Is that a hard question? Are you an idiot? Is that why you're a waiter?
088,other, This is why I told the manager I wouldn't wait on you tonight!
088,other, Oh come on! Don't be such a baby! 
088,rachel,"  In case you didn't notice, that is a scary man."
088,phoebe," He's right though, the '74 is absolute piss."
088,rachel," This was such a huge mistake. I can't tell him Phoebe. I can't, I can't, I can't, I can't"
088,phoebe, Rachel!
088,rachel," No it's okay, this is what's gonna happen. I'm gonna wait a couple years and then the baby will tell him."
088,phoebe," Why, so he can get mad at the baby?"
088,rachel," Hey, that is the baby's problem.  Oh, everything okay with the waiter?"
088,other," I have no idea, I went to the bathroom. So sweetie, you were starting to tell me what is uh, what is new with you."
088,rachel," Well Umm, I got TiVo."
088,other, What's TiVo?
088,phoebe, It's slang for pregnant.
088,rachel, Phoebe!
088,other, Are you really pregnant?
088,rachel," Well uh, yes and no. Except not no. So to sum it up, yeah."
088,other, Who is the father? Oh no! Please don't tell me it's her!
088,rachel," No, it's Ross. It's Ross. You like Ross.  Oh daddy, I hope you're okay with all of this. I mean think about it, this is a good thing. You're gonnaThis is your first grandchild! You're gonna be a poppy!"
088,other, That's true. 
088,rachel, Yeah.
088,other,  So when is the wedding?
088,rachel, Who?
088,other," The wedding! There's going to be a wedding. Young lady, don't you sit there and tell me my first grandchild is going to be a bastard!  Rachel Karen Green, tell me there is gonna be a wedding!!"
088,rachel, February 2nd!
